"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2018","167.34","167.34","167.34","167.34","","0.86%"
"09/03/2018","165.92","165.92","165.92","165.92","","-1.00%"
"08/31/2018","167.59","167.59","167.59","167.59","","-2.73%"
"08/30/2018","172.29","172.29","172.29","172.29","","-0.47%"
"08/29/2018","173.11","173.11","173.11","173.11","","-0.04%"
"08/28/2018","173.18","173.18","173.18","173.18","","1.08%"
"08/27/2018","171.33","171.33","171.33","171.33","","-0.95%"
"08/24/2018","172.98","172.98","172.98","172.98","","-0.19%"
"08/23/2018","173.31","173.31","173.31","173.31","","-0.37%"
"08/22/2018","173.96","173.96","173.96","173.96","","-0.20%"
"08/20/2018","174.31","174.31","174.31","174.31","","-0.16%"
"08/17/2018","174.59","174.59","174.59","174.59","","0.37%"
"08/16/2018","173.95","173.95","173.95","173.95","","-0.44%"
"08/15/2018","174.71","174.71","174.71","174.71","","0.13%"
"08/14/2018","174.48","174.48","174.48","174.48","","0.56%"
"08/13/2018","173.51","173.51","173.51","173.51","","0.39%"
"08/10/2018","172.84","172.84","172.84","172.84","","-0.64%"
"08/09/2018","173.95","173.95","173.95","173.95","","0.21%"
"08/08/2018","173.58","173.58","173.58","173.58","","1.51%"
"08/07/2018","171.00","171.00","171.00","171.00","","0.14%"
"08/06/2018","170.76","170.76","170.76","170.76","","-0.24%"
"08/03/2018","171.17","171.17","171.17","171.17","","0.23%"
"08/02/2018","170.78","170.78","170.78","170.78","","0.50%"
"08/01/2018","169.93","169.93","169.93","169.93","","-0.31%"
"07/31/2018","170.46","170.46","170.46","170.46","","-1.06%"
"07/30/2018","172.28","172.28","172.28","172.28","","-0.11%"
"07/27/2018","172.47","172.47","172.47","172.47","","-0.11%"
"07/26/2018","172.66","172.66","172.66","172.66","","-0.33%"
"07/25/2018","173.23","173.23","173.23","173.23","","0.49%"
"07/24/2018","172.38","172.38","172.38","172.38","","-0.03%"
"07/23/2018","172.43","172.43","172.43","172.43","","0.03%"
"07/20/2018","172.37","172.37","172.37","172.37","","-1.00%"
"07/19/2018","174.11","174.11","174.11","174.11","","0.56%"
"07/18/2018","173.14","173.14","173.14","173.14","","0.53%"
"07/17/2018","172.22","172.22","172.22","172.22","","0.68%"
"07/16/2018","171.06","171.06","171.06","171.06","","-0.12%"
"07/13/2018","171.27","171.27","171.27","171.27","","-0.34%"
"07/12/2018","171.86","171.86","171.86","171.86","","-0.21%"
"07/11/2018","172.23","172.23","172.23","172.23","","-1.11%"
"07/10/2018","174.16","174.16","174.16","174.16","","0.14%"
"07/09/2018","173.92","173.92","173.92","173.92","","0.56%"
"07/06/2018","172.95","172.95","172.95","172.95","","-0.02%"
"07/05/2018","172.99","172.99","172.99","172.99","","0.95%"
"07/04/2018","171.37","171.37","171.37","171.37","","0.92%"
"07/03/2018","169.80","169.80","169.80","169.80","","-1.68%"
"07/02/2018","172.71","172.71","172.71","172.71","","-0.95%"
"06/29/2018","174.36","174.36","174.36","174.36","","-0.65%"
"06/28/2018","175.50","175.50","175.50","175.50","","-0.02%"
"06/27/2018","175.53","175.53","175.53","175.53","","0.82%"
"06/26/2018","174.10","174.10","174.10","174.10","","0.66%"
"06/25/2018","172.96","172.96","172.96","172.96","","0.13%"
"06/22/2018","172.74","172.74","172.74","172.74","","1.50%"
"06/21/2018","170.19","170.19","170.19","170.19","","0.03%"
"06/20/2018","170.14","170.14","170.14","170.14","","-1.93%"
"06/19/2018","173.48","173.48","173.48","173.48","","-2.39%"
"06/18/2018","177.73","177.73","177.73","177.73","","-0.26%"
"06/14/2018","178.19","178.19","178.19","178.19","","-0.01%"
"06/13/2018","178.21","178.21","178.21","178.21","","-0.06%"
"06/12/2018","178.32","178.32","178.32","178.32","","0.02%"
"06/11/2018","178.29","178.29","178.29","178.29","","0.92%"
"06/08/2018","176.67","176.67","176.67","176.67","","-0.20%"
"06/07/2018","177.03","177.03","177.03","177.03","","0.22%"
"06/06/2018","176.65","176.65","176.65","176.65","","1.63%"
"06/05/2018","173.82","173.82","173.82","173.82","","0.85%"
"06/04/2018","172.36","172.36","172.36","172.36","","-0.10%"
"05/31/2018","172.53","172.53","172.53","172.53","","-0.39%"
"05/30/2018","173.20","173.20","173.20","173.20","","-0.51%"
"05/29/2018","174.09","174.09","174.09","174.09","","-0.37%"
"05/28/2018","174.73","174.73","174.73","174.73","","-0.36%"
"05/25/2018","175.37","175.37","175.37","175.37","","-0.67%"
"05/24/2018","176.56","176.56","176.56","176.56","","-0.27%"
"05/23/2018","177.04","177.04","177.04","177.04","","-0.62%"
"05/22/2018","178.14","178.14","178.14","178.14","","0.24%"
"05/21/2018","177.72","177.72","177.72","177.72","","-0.85%"
"05/18/2018","179.25","179.25","179.25","179.25","","0.27%"
"05/17/2018","178.76","178.76","178.76","178.76","","0.64%"
"05/16/2018","177.62","177.62","177.62","177.62","","1.57%"
"05/15/2018","174.87","174.87","174.87","174.87","","-0.27%"
"05/14/2018","175.34","175.34","175.34","175.34","","-0.79%"
"05/11/2018","176.74","176.74","176.74","176.74","","-0.85%"
"05/10/2018","178.25","178.25","178.25","178.25","","-1.62%"
"05/09/2018","181.18","181.18","181.18","181.18","","1.37%"
"05/08/2018","178.74","178.74","178.74","178.74","","-0.28%"
"05/07/2018","179.25","179.25","179.25","179.25","","-0.06%"
"05/04/2018","179.36","179.36","179.36","179.36","","2.51%"
"05/03/2018","174.96","174.96","174.96","174.96","","-0.50%"
"05/02/2018","175.84","175.84","175.84","175.84","","-2.06%"
"04/30/2018","179.53","179.53","179.53","179.53","","0.03%"
"04/27/2018","179.48","179.48","179.48","179.48","","-0.17%"
"04/26/2018","179.79","179.79","179.79","179.79","","-0.42%"
"04/25/2018","180.54","180.54","180.54","180.54","","0.32%"
"04/24/2018","179.96","179.96","179.96","179.96","","-0.39%"
"04/23/2018","180.67","180.67","180.67","180.67","","-1.13%"
"04/20/2018","182.73","182.73","182.73","182.73","","-0.52%"
"04/19/2018","183.68","183.68","183.68","183.68","","-0.63%"
"04/18/2018","184.85","184.85","184.85","184.85","","-1.07%"
"04/17/2018","186.85","186.85","186.85","186.85","","-1.49%"
"04/16/2018","189.67","189.67","189.67","189.67","","-0.88%"
"04/13/2018","191.35","191.35","191.35","191.35","","-0.76%"
"04/12/2018","192.82","192.82","192.82","192.82","","-0.69%"
"04/11/2018","194.16","194.16","194.16","194.16","","0.50%"
"04/10/2018","193.20","193.20","193.20","193.20","","0.07%"
"04/09/2018","193.06","193.06","193.06","193.06","","-0.92%"
"04/06/2018","194.86","194.86","194.86","194.86","","-0.87%"
"04/05/2018","196.57","196.57","196.57","196.57","","1.38%"
"04/04/2018","193.90","193.90","193.90","193.90","","1.03%"
"04/03/2018","191.92","191.92","191.92","191.92","","0.36%"
"03/29/2018","191.23","191.23","191.23","191.23","","1.00%"
"03/28/2018","189.34","189.34","189.34","189.34","","-0.63%"
"03/27/2018","190.54","190.54","190.54","190.54","","-0.47%"
"03/26/2018","191.44","191.44","191.44","191.44","","-0.38%"
"03/23/2018","192.17","192.17","192.17","192.17","","0.26%"
"03/22/2018","191.67","191.67","191.67","191.67","","0.64%"
"03/21/2018","190.45","190.45","190.45","190.45","","0.98%"
"03/20/2018","188.61","188.61","188.61","188.61","","1.05%"
"03/19/2018","186.65","186.65","186.65","186.65","","1.39%"
"03/16/2018","184.09","184.09","184.09","184.09","","0.66%"
"03/15/2018","182.88","182.88","182.88","182.88","","-0.38%"
"03/14/2018","183.57","183.57","183.57","183.57","","0.45%"
"03/13/2018","182.74","182.74","182.74","182.74","","0.82%"
"03/12/2018","181.25","181.25","181.25","181.25","","0.36%"
"03/09/2018","180.60","180.60","180.60","180.60","","-0.37%"
"03/08/2018","181.27","181.27","181.27","181.27","","-0.49%"
"03/07/2018","182.16","182.16","182.16","182.16","","0.63%"
"03/06/2018","181.02","181.02","181.02","181.02","","0.06%"
"03/05/2018","180.91","180.91","180.91","180.91","","-0.19%"
"03/02/2018","181.26","181.26","181.26","181.26","","-0.40%"
"03/01/2018","181.99","181.99","181.99","181.99","","0.12%"
"02/28/2018","181.77","181.77","181.77","181.77","","0.60%"
"02/27/2018","180.68","180.68","180.68","180.68","","0.02%"
"02/26/2018","180.64","180.64","180.64","180.64","","-0.08%"
"02/23/2018","180.78","180.78","180.78","180.78","","0.02%"
"02/22/2018","180.75","180.75","180.75","180.75","","-0.53%"
"02/21/2018","181.71","181.71","181.71","181.71","","-0.02%"
"02/20/2018","181.74","181.74","181.74","181.74","","0.85%"
"02/19/2018","180.21","180.21","180.21","180.21","","-0.02%"
"02/16/2018","180.25","180.25","180.25","180.25","","0.89%"
"02/15/2018","178.66","178.66","178.66","178.66","","-0.17%"
"02/14/2018","178.96","178.96","178.96","178.96","","0.34%"
"02/13/2018","178.35","178.35","178.35","178.35","","0.32%"
"02/12/2018","177.78","177.78","177.78","177.78","","-1.21%"
"02/09/2018","179.96","179.96","179.96","179.96","","-0.24%"
"02/08/2018","180.39","180.39","180.39","180.39","","1.28%"
"02/07/2018","178.11","178.11","178.11","178.11","","-1.80%"
"02/06/2018","181.38","181.38","181.38","181.38","","-0.29%"
"02/05/2018","181.91","181.91","181.91","181.91","","0.12%"
"02/02/2018","181.69","181.69","181.69","181.69","","0.07%"
"02/01/2018","181.57","181.57","181.57","181.57","","0.54%"
"01/31/2018","180.60","180.60","180.60","180.60","","-0.24%"
"01/30/2018","181.04","181.04","181.04","181.04","","-0.07%"
"01/29/2018","181.16","181.16","181.16","181.16","","-0.29%"
"01/26/2018","181.69","181.69","181.69","181.69","","0.63%"
"01/25/2018","180.55","180.55","180.55","180.55","","0.62%"
"01/24/2018","179.44","179.44","179.44","179.44","","-0.55%"
"01/23/2018","180.43","180.43","180.43","180.43","","0.34%"
"01/22/2018","179.81","179.81","179.81","179.81","","-0.20%"
"01/19/2018","180.17","180.17","180.17","180.17","","0.94%"
"01/18/2018","178.49","178.49","178.49","178.49","","0.46%"
"01/17/2018","177.67","177.67","177.67","177.67","","-0.09%"
"01/16/2018","177.83","177.83","177.83","177.83","","0.26%"
"01/15/2018","177.37","177.37","177.37","177.37","","0.74%"
"01/12/2018","176.07","176.07","176.07","176.07","","1.07%"
"01/11/2018","174.20","174.20","174.20","174.20","","0.25%"
"01/10/2018","173.76","173.76","173.76","173.76","","-0.22%"
"01/09/2018","174.14","174.14","174.14","174.14","","0.12%"
"01/08/2018","173.93","173.93","173.93","173.93","","-0.14%"
"01/05/2018","174.17","174.17","174.17","174.17","","1.46%"
"01/04/2018","171.67","171.67","171.67","171.67","","0.40%"
"01/03/2018","170.98","170.98","170.98","170.98","","-0.11%"
"01/02/2018","171.16","171.16","171.16","171.16","","-0.02%"
"12/29/2017","171.20","171.20","171.20","171.20","","0.92%"
"12/28/2017","169.64","169.64","169.64","169.64","","-0.21%"
"12/27/2017","170.00","170.00","170.00","170.00","","-0.94%"
"12/22/2017","171.62","171.62","171.62","171.62","","0.15%"
"12/21/2017","171.36","171.36","171.36","171.36","","0.81%"
"12/20/2017","169.99","169.99","169.99","169.99","","-0.10%"
"12/19/2017","170.16","170.16","170.16","170.16","","-0.25%"
"12/18/2017","170.59","170.59","170.59","170.59","","-0.91%"
"12/15/2017","172.15","172.15","172.15","172.15","","-0.42%"
"12/14/2017","172.88","172.88","172.88","172.88","","-0.72%"
"12/13/2017","174.14","174.14","174.14","174.14","","-1.06%"
"12/11/2017","176.00","176.00","176.00","176.00","","0.42%"
"12/08/2017","175.27","175.27","175.27","175.27","","0.11%"
"12/07/2017","175.08","175.08","175.08","175.08","","0.84%"
"12/06/2017","173.63","173.63","173.63","173.63","","0.19%"
"12/05/2017","173.30","173.30","173.30","173.30","","-0.18%"
"12/04/2017","173.61","173.61","173.61","173.61","","0.31%"
"12/01/2017","173.08","173.08","173.08","173.08","","0.09%"
"11/30/2017","172.92","172.92","172.92","172.92","","0.11%"
"11/29/2017","172.73","172.73","172.73","172.73","","1.13%"
"11/27/2017","170.80","170.80","170.80","170.80","","1.41%"
"11/24/2017","168.43","168.43","168.43","168.43","","0.32%"
"11/23/2017","167.90","167.90","167.90","167.90","","-2.48%"
"11/22/2017","172.17","172.17","172.17","172.17","","2.32%"
"11/21/2017","168.27","168.27","168.27","168.27","","2.09%"
"11/20/2017","164.82","164.82","164.82","164.82","","1.04%"
"11/17/2017","163.13","163.13","163.13","163.13","","0.39%"
"11/16/2017","162.50","162.50","162.50","162.50","","0.53%"
"11/15/2017","161.64","161.64","161.64","161.64","","1.02%"
"11/14/2017","160.01","160.01","160.01","160.01","","-0.21%"
"11/13/2017","160.34","160.34","160.34","160.34","","-0.39%"
"11/10/2017","160.97","160.97","160.97","160.97","","-0.49%"
"11/09/2017","161.76","161.76","161.76","161.76","","-0.14%"
"11/08/2017","161.99","161.99","161.99","161.99","","0.40%"
"11/07/2017","161.34","161.34","161.34","161.34","","-1.07%"
"11/06/2017","163.09","163.09","163.09","163.09","","-0.86%"
"11/03/2017","164.50","164.50","164.50","164.50","","0.62%"
"11/02/2017","163.48","163.48","163.48","163.48","","-0.29%"
"11/01/2017","163.96","163.96","163.96","163.96","","1.22%"
"10/31/2017","161.99","161.99","161.99","161.99","","1.17%"
"10/30/2017","160.11","160.11","160.11","160.11","","0.15%"
"10/27/2017","159.87","159.87","159.87","159.87","","1.11%"
"10/24/2017","158.11","158.11","158.11","158.11","","1.31%"
"10/23/2017","156.07","156.07","156.07","156.07","","0.74%"
"10/19/2017","154.93","154.93","154.93","154.93","","-1.10%"
"10/18/2017","156.66","156.66","156.66","156.66","","-0.50%"
"10/17/2017","157.44","157.44","157.44","157.44","","-0.68%"
"10/16/2017","158.52","158.52","158.52","158.52","","-0.46%"
"10/13/2017","159.25","159.25","159.25","159.25","","0.09%"
"10/12/2017","159.10","159.10","159.10","159.10","","-0.43%"
"10/11/2017","159.78","159.78","159.78","159.78","","-0.67%"
"10/10/2017","160.85","160.85","160.85","160.85","","-0.11%"
"10/09/2017","161.03","161.03","161.03","161.03","","0.20%"
"10/06/2017","160.71","160.71","160.71","160.71","","-0.16%"
"10/05/2017","160.97","160.97","160.97","160.97","","-0.37%"
"10/04/2017","161.56","161.56","161.56","161.56","","-0.33%"
"10/03/2017","162.09","162.09","162.09","162.09","","0.57%"
"10/02/2017","161.17","161.17","161.17","161.17","","-0.64%"
"09/29/2017","162.21","162.21","162.21","162.21","","-0.72%"
"09/28/2017","163.38","163.38","163.38","163.38","","-0.99%"
"09/27/2017","165.01","165.01","165.01","165.01","","-0.61%"
"09/26/2017","166.02","166.02","166.02","166.02","","0.18%"
"09/25/2017","165.72","165.72","165.72","165.72","","-0.11%"
"09/22/2017","165.91","165.91","165.91","165.91","","-0.07%"
"09/21/2017","166.02","166.02","166.02","166.02","","0.75%"
"09/20/2017","164.78","164.78","164.78","164.78","","0.51%"
"09/19/2017","163.94","163.94","163.94","163.94","","1.18%"
"09/18/2017","162.03","162.03","162.03","162.03","","-1.50%"
"09/15/2017","164.49","164.49","164.49","164.49","","0.01%"
"09/14/2017","164.48","164.48","164.48","164.48","","0.19%"
"09/13/2017","164.17","164.17","164.17","164.17","","-1.55%"
"09/12/2017","166.76","166.76","166.76","166.76","","0.26%"
"09/11/2017","166.32","166.32","166.32","166.32","","0.40%"
"09/08/2017","165.65","165.65","165.65","165.65","","1.01%"
"09/07/2017","164.00","164.00","164.00","164.00","","1.07%"
"09/06/2017","162.27","162.27","162.27","162.27","","0.23%"
"09/05/2017","161.90","161.90","161.90","161.90","","0.98%"
"09/04/2017","160.33","160.33","160.33","160.33","","-1.58%"
"09/01/2017","162.91","162.91","162.91","162.91","","-3.69%"
"08/31/2017","169.16","169.16","169.16","169.16","","-1.20%"
"08/30/2017","171.21","171.21","171.21","171.21","","-0.89%"
"08/29/2017","172.75","172.75","172.75","172.75","","-0.42%"
"08/28/2017","173.47","173.47","173.47","173.47","","0.67%"
"08/25/2017","172.31","172.31","172.31","172.31","","2.15%"
"08/24/2017","168.69","168.69","168.69","168.69","","0.69%"
"08/23/2017","167.53","167.53","167.53","167.53","","0.58%"
"08/22/2017","166.57","166.57","166.57","166.57","","-0.02%"
"08/21/2017","166.61","166.61","166.61","166.61","","0.85%"
"08/18/2017","165.20","165.20","165.20","165.20","","-0.53%"
"08/17/2017","166.08","166.08","166.08","166.08","","-0.43%"
"08/16/2017","166.79","166.79","166.79","166.79","","-1.14%"
"08/15/2017","168.71","168.71","168.71","168.71","","-0.06%"
"08/14/2017","168.81","168.81","168.81","168.81","","2.31%"
"08/11/2017","165.00","165.00","165.00","165.00","","1.39%"
"08/10/2017","162.74","162.74","162.74","162.74","","1.37%"
"08/09/2017","160.54","160.54","160.54","160.54","","1.08%"
"08/07/2017","158.83","158.83","158.83","158.83","","0.42%"
"08/04/2017","158.17","158.17","158.17","158.17","","-0.48%"
"08/03/2017","158.94","158.94","158.94","158.94","","0.00%"
"08/02/2017","158.94","158.94","158.94","158.94","","0.37%"
"08/01/2017","158.35","158.35","158.35","158.35","","-1.86%"
"07/31/2017","161.35","161.35","161.35","161.35","","0.11%"
"07/28/2017","161.18","161.18","161.18","161.18","","1.76%"
"07/27/2017","158.40","158.40","158.40","158.40","","0.03%"
"07/26/2017","158.35","158.35","158.35","158.35","","0.83%"
"07/25/2017","157.05","157.05","157.05","157.05","","0.60%"
"07/24/2017","156.11","156.11","156.11","156.11","","0.52%"
"07/21/2017","155.30","155.30","155.30","155.30","","0.64%"
"07/20/2017","154.31","154.31","154.31","154.31","","0.08%"
"07/19/2017","154.19","154.19","154.19","154.19","","0.08%"
"07/18/2017","154.06","154.06","154.06","154.06","","0.28%"
"07/17/2017","153.63","153.63","153.63","153.63","","0.33%"
"07/14/2017","153.13","153.13","153.13","153.13","","0.09%"
"07/13/2017","152.99","152.99","152.99","152.99","","0.28%"
"07/12/2017","152.56","152.56","152.56","152.56","","0.24%"
"07/11/2017","152.19","152.19","152.19","152.19","","0.05%"
"07/10/2017","152.12","152.12","152.12","152.12","","-0.08%"
"07/07/2017","152.24","152.24","152.24","152.24","","0.49%"
"07/06/2017","151.50","151.50","151.50","151.50","","0.10%"
"07/05/2017","151.35","151.35","151.35","151.35","","-0.35%"
"07/04/2017","151.88","151.88","151.88","151.88","","-0.49%"
"07/03/2017","152.63","152.63","152.63","152.63","","-0.19%"
"06/30/2017","152.92","152.92","152.92","152.92","","-0.20%"
"06/29/2017","153.22","153.22","153.22","153.22","","-0.71%"
"06/28/2017","154.32","154.32","154.32","154.32","","-0.80%"
"06/27/2017","155.56","155.56","155.56","155.56","","0.63%"
"06/23/2017","154.59","154.59","154.59","154.59","","0.16%"
"06/22/2017","154.35","154.35","154.35","154.35","","0.73%"
"06/21/2017","153.23","153.23","153.23","153.23","","0.32%"
"06/20/2017","152.74","152.74","152.74","152.74","","-0.15%"
"06/19/2017","152.97","152.97","152.97","152.97","","-0.72%"
"06/16/2017","154.08","154.08","154.08","154.08","","0.75%"
"06/15/2017","152.94","152.94","152.94","152.94","","0.59%"
"06/14/2017","152.05","152.05","152.05","152.05","","-0.58%"
"06/13/2017","152.93","152.93","152.93","152.93","","1.67%"
"06/12/2017","150.42","150.42","150.42","150.42","","-0.07%"
"06/09/2017","150.53","150.53","150.53","150.53","","0.84%"
"06/08/2017","149.28","149.28","149.28","149.28","","-0.01%"
"06/07/2017","149.29","149.29","149.29","149.29","","0.70%"
"06/06/2017","148.25","148.25","148.25","148.25","","-0.92%"
"06/05/2017","149.63","149.63","149.63","149.63","","-0.30%"
"06/02/2017","150.08","150.08","150.08","150.08","","1.13%"
"05/31/2017","148.40","148.40","148.40","148.40","","2.61%"
"05/30/2017","144.62","144.62","144.62","144.62","","-0.67%"
"05/29/2017","145.59","145.59","145.59","145.59","","-1.01%"
"05/26/2017","147.07","147.07","147.07","147.07","","1.04%"
"05/25/2017","145.55","145.55","145.55","145.55","","1.44%"
"05/24/2017","143.48","143.48","143.48","143.48","","1.93%"
"05/23/2017","140.77","140.77","140.77","140.77","","-0.04%"
"05/22/2017","140.83","140.83","140.83","140.83","","0.98%"
"05/19/2017","139.46","139.46","139.46","139.46","","0.44%"
"05/18/2017","138.85","138.85","138.85","138.85","","1.26%"
"05/17/2017","137.12","137.12","137.12","137.12","","-0.40%"
"05/16/2017","137.67","137.67","137.67","137.67","","-0.07%"
"05/15/2017","137.77","137.77","137.77","137.77","","-0.02%"
"05/12/2017","137.80","137.80","137.80","137.80","","0.12%"
"05/11/2017","137.64","137.64","137.64","137.64","","1.30%"
"05/10/2017","135.88","135.88","135.88","135.88","","-0.06%"
"05/09/2017","135.96","135.96","135.96","135.96","","-0.63%"
"05/08/2017","136.82","136.82","136.82","136.82","","1.18%"
"05/05/2017","135.22","135.22","135.22","135.22","","0.48%"
"05/04/2017","134.58","134.58","134.58","134.58","","0.38%"
"05/03/2017","134.07","134.07","134.07","134.07","","0.05%"
"05/02/2017","134.00","134.00","134.00","134.00","","0.54%"
"04/28/2017","133.28","133.28","133.28","133.28","","0.03%"
"04/27/2017","133.24","133.24","133.24","133.24","","0.08%"
"04/26/2017","133.13","133.13","133.13","133.13","","0.32%"
"04/25/2017","132.71","132.71","132.71","132.71","","-0.70%"
"04/24/2017","133.65","133.65","133.65","133.65","","0.11%"
"04/21/2017","133.50","133.50","133.50","133.50","","-0.21%"
"04/20/2017","133.78","133.78","133.78","133.78","","-0.02%"
"04/19/2017","133.81","133.81","133.81","133.81","","-0.94%"
"04/13/2017","135.08","135.08","135.08","135.08","","0.39%"
"04/12/2017","134.56","134.56","134.56","134.56","","0.83%"
"04/11/2017","133.45","133.45","133.45","133.45","","0.11%"
"04/10/2017","133.30","133.30","133.30","133.30","","0.26%"
"04/07/2017","132.95","132.95","132.95","132.95","","0.24%"
"04/06/2017","132.63","132.63","132.63","132.63","","1.00%"
"04/05/2017","131.32","131.32","131.32","131.32","","0.10%"
"04/04/2017","131.19","131.19","131.19","131.19","","-0.24%"
"04/03/2017","131.50","131.50","131.50","131.50","","0.76%"
"03/31/2017","130.51","130.51","130.51","130.51","","0.06%"
"03/30/2017","130.43","130.43","130.43","130.43","","-0.14%"
"03/29/2017","130.61","130.61","130.61","130.61","","-0.69%"
"03/28/2017","131.52","131.52","131.52","131.52","","0.08%"
"03/27/2017","131.42","131.42","131.42","131.42","","0.62%"
"03/24/2017","130.61","130.61","130.61","130.61","","0.55%"
"03/23/2017","129.90","129.90","129.90","129.90","","1.18%"
"03/22/2017","128.38","128.38","128.38","128.38","","0.47%"
"03/21/2017","127.78","127.78","127.78","127.78","","0.46%"
"03/20/2017","127.20","127.20","127.20","127.20","","0.47%"
"03/17/2017","126.61","126.61","126.61","126.61","","1.48%"
"03/16/2017","124.76","124.76","124.76","124.76","","-0.43%"
"03/15/2017","125.30","125.30","125.30","125.30","","-1.18%"
"03/14/2017","126.79","126.79","126.79","126.79","","1.80%"
"03/13/2017","124.55","124.55","124.55","124.55","","1.70%"
"03/10/2017","122.47","122.47","122.47","122.47","","2.19%"
"03/09/2017","119.85","119.85","119.85","119.85","","0.19%"
"03/08/2017","119.62","119.62","119.62","119.62","","-1.11%"
"03/07/2017","120.96","120.96","120.96","120.96","","-0.39%"
"03/06/2017","121.43","121.43","121.43","121.43","","-0.25%"
"03/03/2017","121.73","121.73","121.73","121.73","","-0.49%"
"03/02/2017","122.33","122.33","122.33","122.33","","-0.26%"
"03/01/2017","122.65","122.65","122.65","122.65","","-1.79%"
"02/28/2017","124.89","124.89","124.89","124.89","","-0.79%"
"02/27/2017","125.88","125.88","125.88","125.88","","-0.51%"
"02/24/2017","126.53","126.53","126.53","126.53","","0.48%"
"02/23/2017","125.93","125.93","125.93","125.93","","0.43%"
"02/22/2017","125.39","125.39","125.39","125.39","","0.37%"
"02/21/2017","124.93","124.93","124.93","124.93","","0.22%"
"02/20/2017","124.66","124.66","124.66","124.66","","-0.22%"
"02/17/2017","124.93","124.93","124.93","124.93","","-0.32%"
"02/16/2017","125.33","125.33","125.33","125.33","","0.34%"
"02/15/2017","124.91","124.91","124.91","124.91","","-0.03%"
"02/14/2017","124.95","124.95","124.95","124.95","","-0.13%"
"02/13/2017","125.11","125.11","125.11","125.11","","-0.27%"
"02/10/2017","125.45","125.45","125.45","125.45","","0.21%"
"02/09/2017","125.19","125.19","125.19","125.19","","0.13%"
"02/08/2017","125.03","125.03","125.03","125.03","","0.02%"
"02/07/2017","125.00","125.00","125.00","125.00","","-0.05%"
"02/06/2017","125.06","125.06","125.06","125.06","","0.70%"
"02/03/2017","124.19","124.19","124.19","124.19","","0.62%"
"02/02/2017","123.43","123.43","123.43","123.43","","0.54%"
"02/01/2017","122.77","122.77","122.77","122.77","","0.44%"
"01/31/2017","122.23","122.23","122.23","122.23","","0.80%"
"01/30/2017","121.26","121.26","121.26","121.26","","-0.83%"
"01/27/2017","122.28","122.28","122.28","122.28","","-0.11%"
"01/26/2017","122.42","122.42","122.42","122.42","","-0.29%"
"01/25/2017","122.77","122.77","122.77","122.77","","-0.42%"
"01/24/2017","123.29","123.29","123.29","123.29","","-0.62%"
"01/23/2017","124.06","124.06","124.06","124.06","","0.02%"
"01/20/2017","124.04","124.04","124.04","124.04","","-0.14%"
"01/19/2017","124.21","124.21","124.21","124.21","","0.02%"
"01/18/2017","124.19","124.19","124.19","124.19","","0.08%"
"01/17/2017","124.09","124.09","124.09","124.09","","-0.14%"
"01/16/2017","124.27","124.27","124.27","124.27","","0.27%"
"01/13/2017","123.94","123.94","123.94","123.94","","-0.65%"
"01/12/2017","124.75","124.75","124.75","124.75","","-0.80%"
"01/11/2017","125.76","125.76","125.76","125.76","","-1.15%"
"01/10/2017","127.22","127.22","127.22","127.22","","-1.27%"
"01/09/2017","128.86","128.86","128.86","128.86","","-0.69%"
"01/06/2017","129.76","129.76","129.76","129.76","","-1.29%"
"01/05/2017","131.45","131.45","131.45","131.45","","-0.62%"
"01/04/2017","132.27","132.27","132.27","132.27","","-0.26%"
"01/03/2017","132.61","132.61","132.61","132.61","","-0.55%"
"12/30/2016","133.34","133.34","133.34","133.34","","1.55%"
"12/29/2016","131.30","131.30","131.30","131.30","","-0.13%"
"12/28/2016","131.47","131.47","131.47","131.47","","-0.33%"
"12/23/2016","131.91","131.91","131.91","131.91","","-0.10%"
"12/22/2016","132.04","132.04","132.04","132.04","","0.98%"
"12/21/2016","130.76","130.76","130.76","130.76","","-0.19%"
"12/20/2016","131.01","131.01","131.01","131.01","","-0.04%"
"12/19/2016","131.06","131.06","131.06","131.06","","0.19%"
"12/16/2016","130.81","130.81","130.81","130.81","","-0.11%"
"12/15/2016","130.95","130.95","130.95","130.95","","-0.52%"
"12/14/2016","131.63","131.63","131.63","131.63","","-0.18%"
"12/13/2016","131.87","131.87","131.87","131.87","","-0.29%"
"12/09/2016","132.25","132.25","132.25","132.25","","-1.08%"
"12/08/2016","133.70","133.70","133.70","133.70","","-0.72%"
"12/07/2016","134.67","134.67","134.67","134.67","","-0.37%"
"12/06/2016","135.17","135.17","135.17","135.17","","-0.67%"
"12/05/2016","136.08","136.08","136.08","136.08","","-0.26%"
"12/02/2016","136.43","136.43","136.43","136.43","","-0.23%"
"12/01/2016","136.74","136.74","136.74","136.74","","0.10%"
"11/30/2016","136.61","136.61","136.61","136.61","","0.04%"
"11/29/2016","136.55","136.55","136.55","136.55","","-0.21%"
"11/28/2016","136.84","136.84","136.84","136.84","","-0.41%"
"11/25/2016","137.40","137.40","137.40","137.40","","-0.72%"
"11/24/2016","138.39","138.39","138.39","138.39","","0.33%"
"11/23/2016","137.93","137.93","137.93","137.93","","-0.06%"
"11/22/2016","138.01","138.01","138.01","138.01","","-0.14%"
"11/21/2016","138.20","138.20","138.20","138.20","","-0.38%"
"11/18/2016","138.73","138.73","138.73","138.73","","-0.88%"
