code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
HKG,"Hong Kong SAR, China",2009,67.0,71.0,62.0,85.0,90.0,79.0,80.0,83.0,76.0,90.0,98.0,82.0,89.0,95.0,82.0,83.0,89.0,76.0,93.0,98.0,87.0,92.0,97.0,85.0,28.0,29.0,27.0
HKG,"Hong Kong SAR, China",2010,67.0,72.0,62.0,84.0,91.0,77.0,79.0,83.0,76.0,88.0,98.0,79.0,89.0,95.0,82.0,83.0,90.0,76.0,93.0,98.0,87.0,92.0,97.0,85.0,28.0,29.0,27.0
HKG,"Hong Kong SAR, China",2011,67.0,72.0,62.0,84.0,90.0,78.0,79.0,83.0,76.0,89.0,98.0,79.0,90.0,96.0,83.0,84.0,92.0,76.0,93.0,98.0,87.0,93.0,97.0,86.0,28.0,29.0,27.0
HKG,"Hong Kong SAR, China",2012,67.0,72.0,62.0,84.0,90.0,78.0,79.0,82.0,76.0,89.0,98.0,80.0,90.0,96.0,83.0,84.0,92.0,76.0,93.0,98.0,88.0,93.0,97.0,86.0,28.0,29.0,27.0
HKG,"Hong Kong SAR, China",2013,67.0,71.0,62.0,84.0,90.0,78.0,79.0,82.0,75.0,89.0,98.0,81.0,90.0,96.0,83.0,85.0,93.0,76.0,93.0,98.0,87.0,92.0,96.0,86.0,28.0,29.0,28.0
HKG,"Hong Kong SAR, China",2014,68.0,72.0,63.0,85.0,90.0,81.0,80.0,82.0,77.0,91.0,98.0,84.0,90.0,96.0,84.0,84.0,93.0,76.0,93.0,98.0,88.0,93.0,96.0,89.0,29.0,30.0,28.0
HKG,"Hong Kong SAR, China",2015,67.0,71.0,63.0,84.0,89.0,79.0,78.0,80.0,76.0,90.0,98.0,82.0,90.0,96.0,84.0,85.0,93.0,76.0,93.0,97.0,88.0,94.0,96.0,91.0,29.0,30.0,28.0
HKG,"Hong Kong SAR, China",2016,66.0,69.0,63.0,84.0,89.0,79.0,79.0,81.0,77.0,90.0,98.0,81.0,87.0,89.0,85.0,84.0,93.0,76.0,93.0,98.0,89.0,83.0,78.0,92.0,29.0,30.0,29.0
HKG,"Hong Kong SAR, China",2017,67.0,70.0,63.0,84.0,89.0,79.0,79.0,81.0,77.0,90.0,98.0,82.0,87.0,90.0,85.0,84.0,93.0,75.0,94.0,100.0,88.0,84.0,77.0,93.0,29.0,30.0,29.0
HKG,"Hong Kong SAR, China",2018,68.0,72.0,63.0,84.0,89.0,79.0,79.0,81.0,77.0,90.0,98.0,82.0,91.0,96.0,85.0,83.0,92.0,75.0,95.0,100.0,89.0,95.0,96.0,94.0,29.0,30.0,29.0
HKG,"Hong Kong SAR, China",2019,68.0,72.0,64.0,85.0,89.0,80.0,79.0,81.0,78.0,90.0,98.0,82.0,91.0,96.0,85.0,83.0,91.0,75.0,95.0,100.0,89.0,96.0,97.0,94.0,29.0,30.0,29.0
HKG,"Hong Kong SAR, China",2020,67.0,71.0,64.0,84.0,87.0,80.0,77.0,77.0,78.0,90.0,98.0,82.0,90.0,95.0,85.0,81.0,87.0,75.0,95.0,100.0,90.0,96.0,97.0,94.0,30.0,30.0,29.0
IND,India,1990,32.0,37.0,27.0,15.0,17.0,12.0,18.0,21.0,16.0,11.0,14.0,8.0,16.0,11.0,22.0,10.0,9.0,11.0,20.0,17.0,23.0,19.0,6.0,32.0,65.0,84.0,46.0
IND,India,1991,33.0,38.0,28.0,16.0,19.0,13.0,19.0,22.0,17.0,13.0,17.0,8.0,17.0,11.0,23.0,10.0,9.0,12.0,20.0,17.0,24.0,19.0,6.0,33.0,66.0,84.0,48.0
IND,India,1992,33.0,39.0,28.0,16.0,19.0,13.0,19.0,22.0,17.0,13.0,17.0,8.0,16.0,11.0,22.0,11.0,9.0,12.0,21.0,17.0,25.0,18.0,7.0,29.0,68.0,86.0,50.0
IND,India,1993,35.0,40.0,30.0,17.0,21.0,13.0,20.0,22.0,17.0,14.0,19.0,8.0,17.0,11.0,23.0,11.0,9.0,13.0,22.0,17.0,27.0,18.0,7.0,30.0,70.0,87.0,54.0
IND,India,1994,38.0,40.0,35.0,19.0,22.0,16.0,20.0,23.0,17.0,17.0,20.0,14.0,18.0,12.0,24.0,12.0,10.0,14.0,23.0,17.0,29.0,19.0,8.0,30.0,77.0,88.0,66.0
IND,India,1995,39.0,40.0,39.0,20.0,22.0,18.0,20.0,24.0,16.0,20.0,20.0,19.0,19.0,13.0,26.0,12.0,10.0,14.0,26.0,19.0,32.0,20.0,9.0,31.0,79.0,86.0,73.0
IND,India,1996,41.0,42.0,41.0,21.0,22.0,20.0,20.0,24.0,16.0,22.0,20.0,24.0,23.0,18.0,27.0,12.0,10.0,15.0,28.0,21.0,35.0,27.0,23.0,32.0,81.0,86.0,75.0
IND,India,1997,43.0,43.0,43.0,22.0,23.0,22.0,21.0,25.0,18.0,23.0,21.0,26.0,24.0,20.0,29.0,13.0,11.0,16.0,31.0,24.0,38.0,28.0,24.0,33.0,82.0,85.0,79.0
IND,India,1998,44.0,43.0,44.0,24.0,24.0,23.0,22.0,26.0,19.0,25.0,22.0,28.0,25.0,20.0,31.0,13.0,10.0,16.0,33.0,25.0,42.0,29.0,24.0,34.0,82.0,85.0,79.0
IND,India,1999,45.0,43.0,46.0,24.0,25.0,24.0,23.0,28.0,19.0,25.0,23.0,28.0,26.0,19.0,33.0,14.0,10.0,17.0,33.0,22.0,44.0,32.0,25.0,38.0,84.0,85.0,82.0
IND,India,2000,46.0,45.0,47.0,26.0,28.0,25.0,26.0,30.0,21.0,27.0,25.0,28.0,28.0,21.0,34.0,14.0,11.0,18.0,36.0,27.0,44.0,33.0,26.0,39.0,85.0,87.0,83.0
IND,India,2001,49.0,46.0,51.0,31.0,29.0,33.0,34.0,31.0,38.0,28.0,27.0,29.0,29.0,22.0,35.0,15.0,11.0,19.0,38.0,30.0,45.0,33.0,26.0,40.0,86.0,87.0,85.0
IND,India,2002,51.0,46.0,55.0,37.0,30.0,45.0,35.0,32.0,38.0,40.0,28.0,52.0,29.0,23.0,36.0,16.0,11.0,20.0,39.0,31.0,47.0,33.0,26.0,41.0,86.0,86.0,85.0
IND,India,2003,52.0,47.0,57.0,38.0,30.0,46.0,36.0,33.0,40.0,40.0,28.0,53.0,32.0,24.0,40.0,17.0,12.0,22.0,39.0,32.0,47.0,40.0,27.0,52.0,87.0,87.0,86.0
IND,India,2004,53.0,50.0,57.0,38.0,33.0,44.0,35.0,37.0,33.0,42.0,29.0,55.0,35.0,29.0,42.0,18.0,12.0,23.0,44.0,39.0,50.0,44.0,35.0,53.0,86.0,88.0,85.0
IND,India,2005,55.0,52.0,59.0,42.0,36.0,47.0,41.0,42.0,39.0,43.0,31.0,55.0,37.0,31.0,44.0,19.0,14.0,25.0,47.0,42.0,52.0,46.0,38.0,54.0,87.0,89.0,86.0
IND,India,2006,57.0,54.0,60.0,44.0,40.0,48.0,45.0,46.0,43.0,43.0,33.0,53.0,39.0,33.0,45.0,21.0,14.0,27.0,48.0,44.0,52.0,47.0,40.0,55.0,89.0,89.0,88.0
IND,India,2007,58.0,55.0,62.0,44.0,39.0,50.0,45.0,44.0,46.0,44.0,35.0,53.0,40.0,35.0,46.0,22.0,16.0,28.0,50.0,46.0,53.0,49.0,42.0,56.0,90.0,90.0,90.0
IND,India,2008,59.0,57.0,62.0,46.0,45.0,47.0,49.0,51.0,46.0,43.0,39.0,47.0,43.0,36.0,49.0,24.0,18.0,30.0,51.0,49.0,54.0,53.0,42.0,64.0,90.0,90.0,89.0
IND,India,2009,60.0,58.0,62.0,43.0,39.0,46.0,43.0,39.0,47.0,42.0,39.0,44.0,47.0,43.0,51.0,26.0,19.0,33.0,61.0,69.0,54.0,54.0,42.0,65.0,90.0,90.0,90.0
IND,India,2010,61.0,58.0,64.0,44.0,40.0,48.0,46.0,42.0,50.0,42.0,37.0,47.0,48.0,44.0,52.0,28.0,20.0,35.0,64.0,72.0,56.0,53.0,40.0,65.0,91.0,91.0,91.0
IND,India,2011,62.0,59.0,64.0,44.0,41.0,48.0,48.0,47.0,49.0,41.0,36.0,46.0,49.0,46.0,52.0,29.0,23.0,36.0,65.0,73.0,56.0,53.0,42.0,65.0,91.0,91.0,92.0
IND,India,2012,62.0,60.0,63.0,44.0,43.0,46.0,48.0,48.0,48.0,41.0,38.0,44.0,50.0,47.0,53.0,30.0,24.0,37.0,65.0,74.0,56.0,55.0,44.0,65.0,91.0,91.0,92.0
IND,India,2013,62.0,60.0,63.0,44.0,43.0,45.0,48.0,48.0,48.0,40.0,38.0,42.0,50.0,48.0,53.0,30.0,24.0,37.0,66.0,76.0,56.0,55.0,43.0,67.0,91.0,91.0,92.0
IND,India,2014,62.0,60.0,63.0,43.0,42.0,45.0,42.0,45.0,38.0,45.0,39.0,51.0,51.0,48.0,53.0,31.0,25.0,37.0,66.0,76.0,56.0,55.0,43.0,67.0,91.0,91.0,91.0
IND,India,2015,61.0,60.0,62.0,40.0,40.0,40.0,39.0,41.0,36.0,42.0,39.0,45.0,51.0,48.0,53.0,31.0,26.0,37.0,66.0,76.0,56.0,54.0,42.0,67.0,92.0,91.0,92.0
IND,India,2016,61.0,59.0,62.0,39.0,38.0,40.0,38.0,39.0,37.0,41.0,38.0,44.0,51.0,49.0,54.0,32.0,26.0,38.0,67.0,78.0,56.0,55.0,43.0,67.0,92.0,90.0,93.0
IND,India,2017,61.0,59.0,64.0,41.0,38.0,45.0,44.0,39.0,49.0,38.0,36.0,40.0,51.0,49.0,53.0,32.0,26.0,37.0,67.0,78.0,55.0,55.0,44.0,67.0,92.0,90.0,93.0
IND,India,2018,63.0,62.0,64.0,43.0,40.0,46.0,47.0,42.0,52.0,38.0,37.0,39.0,55.0,56.0,53.0,32.0,26.0,37.0,68.0,81.0,56.0,64.0,62.0,67.0,92.0,90.0,93.0
IND,India,2019,63.0,62.0,64.0,42.0,39.0,45.0,46.0,41.0,52.0,37.0,37.0,38.0,55.0,56.0,53.0,31.0,25.0,37.0,70.0,81.0,58.0,64.0,62.0,65.0,92.0,90.0,93.0
IND,India,2020,63.0,62.0,64.0,42.0,39.0,45.0,46.0,38.0,53.0,39.0,39.0,38.0,54.0,56.0,52.0,31.0,25.0,37.0,70.0,81.0,60.0,62.0,63.0,60.0,92.0,91.0,93.0
JPN,Japan,1990,55.0,51.0,60.0,43.0,31.0,55.0,33.0,22.0,45.0,53.0,41.0,65.0,59.0,51.0,67.0,53.0,51.0,54.0,50.0,45.0,55.0,73.0,56.0,91.0,65.0,72.0,58.0
JPN,Japan,1991,57.0,51.0,62.0,43.0,30.0,55.0,33.0,21.0,45.0,52.0,40.0,65.0,59.0,50.0,67.0,53.0,51.0,55.0,50.0,45.0,56.0,73.0,56.0,91.0,68.0,71.0,65.0
JPN,Japan,1992,60.0,56.0,64.0,42.0,30.0,55.0,33.0,22.0,45.0,51.0,38.0,65.0,59.0,51.0,67.0,53.0,51.0,55.0,52.0,45.0,59.0,71.0,56.0,87.0,79.0,88.0,69.0
JPN,Japan,1993,60.0,56.0,64.0,43.0,29.0,56.0,33.0,21.0,46.0,52.0,37.0,66.0,59.0,51.0,68.0,53.0,51.0,54.0,54.0,45.0,63.0,72.0,56.0,87.0,80.0,90.0,69.0
JPN,Japan,1994,61.0,56.0,65.0,42.0,29.0,56.0,33.0,21.0,45.0,52.0,37.0,67.0,60.0,52.0,68.0,53.0,51.0,54.0,56.0,49.0,64.0,72.0,57.0,87.0,79.0,88.0,70.0
JPN,Japan,1995,58.0,50.0,65.0,42.0,29.0,56.0,34.0,21.0,46.0,51.0,36.0,66.0,61.0,53.0,69.0,53.0,51.0,55.0,58.0,51.0,66.0,73.0,59.0,87.0,70.0,69.0,71.0
JPN,Japan,1996,62.0,57.0,66.0,44.0,30.0,58.0,35.0,22.0,47.0,54.0,39.0,68.0,63.0,54.0,71.0,54.0,52.0,57.0,60.0,52.0,68.0,73.0,60.0,87.0,79.0,87.0,71.0
JPN,Japan,1997,64.0,58.0,69.0,46.0,32.0,61.0,37.0,23.0,51.0,56.0,41.0,71.0,64.0,56.0,72.0,55.0,52.0,58.0,63.0,56.0,70.0,74.0,61.0,87.0,80.0,87.0,73.0
JPN,Japan,1998,65.0,59.0,72.0,48.0,32.0,64.0,38.0,22.0,54.0,58.0,42.0,74.0,67.0,57.0,77.0,55.0,51.0,59.0,70.0,57.0,84.0,75.0,62.0,87.0,81.0,87.0,76.0
JPN,Japan,1999,66.0,58.0,73.0,49.0,30.0,68.0,40.0,21.0,59.0,58.0,39.0,77.0,68.0,59.0,77.0,56.0,52.0,59.0,73.0,60.0,86.0,75.0,63.0,87.0,81.0,87.0,75.0
JPN,Japan,2000,67.0,59.0,75.0,51.0,30.0,72.0,43.0,22.0,63.0,59.0,38.0,80.0,69.0,59.0,79.0,57.0,53.0,61.0,75.0,63.0,87.0,75.0,63.0,87.0,81.0,87.0,75.0
JPN,Japan,2001,67.0,60.0,75.0,51.0,32.0,71.0,42.0,23.0,61.0,61.0,41.0,80.0,69.0,60.0,79.0,57.0,52.0,63.0,76.0,65.0,86.0,75.0,63.0,87.0,81.0,87.0,76.0
JPN,Japan,2002,67.0,61.0,72.0,46.0,33.0,60.0,44.0,24.0,63.0,49.0,42.0,57.0,71.0,61.0,80.0,59.0,54.0,63.0,78.0,66.0,91.0,75.0,63.0,87.0,83.0,89.0,77.0
JPN,Japan,2003,68.0,62.0,74.0,49.0,34.0,65.0,45.0,25.0,65.0,54.0,43.0,65.0,71.0,62.0,81.0,58.0,53.0,64.0,80.0,69.0,91.0,75.0,63.0,88.0,83.0,89.0,77.0
JPN,Japan,2004,69.0,62.0,75.0,50.0,36.0,65.0,45.0,26.0,65.0,55.0,45.0,65.0,72.0,63.0,81.0,60.0,55.0,65.0,81.0,70.0,92.0,76.0,65.0,88.0,83.0,88.0,78.0
JPN,Japan,2005,69.0,63.0,75.0,52.0,37.0,66.0,46.0,26.0,65.0,58.0,49.0,66.0,73.0,65.0,81.0,60.0,56.0,64.0,81.0,72.0,91.0,77.0,66.0,89.0,82.0,87.0,78.0
JPN,Japan,2006,70.0,66.0,75.0,52.0,41.0,64.0,44.0,28.0,61.0,61.0,54.0,67.0,76.0,70.0,82.0,60.0,55.0,65.0,82.0,73.0,92.0,86.0,83.0,89.0,83.0,87.0,79.0
JPN,Japan,2007,72.0,69.0,75.0,54.0,44.0,64.0,46.0,30.0,62.0,62.0,59.0,66.0,79.0,76.0,81.0,60.0,55.0,64.0,90.0,88.0,91.0,86.0,84.0,89.0,84.0,87.0,80.0
JPN,Japan,2008,73.0,68.0,77.0,58.0,44.0,71.0,53.0,31.0,75.0,62.0,58.0,67.0,77.0,72.0,82.0,55.0,45.0,64.0,90.0,89.0,92.0,86.0,83.0,88.0,83.0,87.0,79.0
JPN,Japan,2009,73.0,67.0,79.0,57.0,41.0,73.0,51.0,25.0,78.0,62.0,57.0,68.0,77.0,72.0,82.0,55.0,44.0,66.0,91.0,89.0,92.0,85.0,82.0,89.0,84.0,87.0,81.0
JPN,Japan,2010,73.0,68.0,78.0,57.0,43.0,72.0,52.0,27.0,77.0,62.0,59.0,66.0,78.0,72.0,83.0,56.0,45.0,68.0,91.0,90.0,92.0,85.0,82.0,89.0,85.0,90.0,80.0
JPN,Japan,2011,74.0,69.0,79.0,57.0,43.0,70.0,50.0,27.0,73.0,64.0,60.0,68.0,78.0,73.0,83.0,57.0,46.0,69.0,92.0,91.0,93.0,85.0,82.0,89.0,86.0,90.0,82.0
JPN,Japan,2012,75.0,69.0,80.0,59.0,44.0,74.0,52.0,27.0,76.0,66.0,61.0,72.0,78.0,74.0,83.0,57.0,46.0,69.0,92.0,92.0,92.0,86.0,84.0,88.0,87.0,91.0,82.0
JPN,Japan,2013,75.0,71.0,80.0,61.0,48.0,74.0,53.0,30.0,75.0,69.0,66.0,73.0,79.0,74.0,83.0,57.0,44.0,69.0,92.0,92.0,92.0,87.0,85.0,88.0,87.0,90.0,83.0
JPN,Japan,2014,76.0,72.0,80.0,62.0,52.0,72.0,55.0,34.0,76.0,69.0,70.0,68.0,80.0,74.0,86.0,57.0,45.0,70.0,92.0,93.0,92.0,90.0,85.0,95.0,86.0,90.0,82.0
JPN,Japan,2015,78.0,73.0,83.0,66.0,53.0,78.0,56.0,33.0,79.0,75.0,73.0,77.0,80.0,74.0,86.0,57.0,44.0,70.0,93.0,93.0,93.0,90.0,86.0,95.0,88.0,91.0,85.0
JPN,Japan,2016,78.0,72.0,84.0,65.0,51.0,79.0,55.0,30.0,80.0,76.0,73.0,78.0,80.0,75.0,86.0,57.0,44.0,70.0,93.0,93.0,92.0,91.0,86.0,95.0,88.0,90.0,85.0
JPN,Japan,2017,78.0,73.0,84.0,67.0,54.0,80.0,56.0,32.0,81.0,77.0,75.0,79.0,81.0,75.0,86.0,58.0,45.0,70.0,93.0,93.0,92.0,91.0,87.0,95.0,87.0,89.0,86.0
JPN,Japan,2018,78.0,72.0,84.0,67.0,55.0,80.0,57.0,33.0,80.0,78.0,76.0,79.0,80.0,75.0,86.0,58.0,46.0,70.0,93.0,93.0,93.0,90.0,85.0,95.0,87.0,88.0,86.0
JPN,Japan,2019,76.0,68.0,84.0,68.0,55.0,80.0,57.0,33.0,80.0,78.0,77.0,80.0,81.0,76.0,86.0,58.0,47.0,70.0,93.0,94.0,93.0,92.0,88.0,95.0,79.0,72.0,86.0
JPN,Japan,2020,75.0,67.0,84.0,67.0,53.0,80.0,55.0,29.0,80.0,78.0,77.0,80.0,80.0,74.0,86.0,56.0,42.0,70.0,93.0,94.0,93.0,91.0,87.0,95.0,80.0,73.0,87.0
KEN,Kenya,1990,40.0,48.0,32.0,39.0,50.0,28.0,41.0,56.0,26.0,37.0,44.0,31.0,23.0,19.0,27.0,28.0,20.0,36.0,18.0,22.0,14.0,22.0,15.0,30.0,57.0,75.0,40.0
KEN,Kenya,1991,41.0,48.0,34.0,39.0,50.0,28.0,40.0,55.0,26.0,38.0,46.0,31.0,23.0,18.0,28.0,29.0,20.0,37.0,17.0,18.0,15.0,23.0,14.0,32.0,60.0,76.0,45.0
KEN,Kenya,1992,40.0,49.0,32.0,37.0,48.0,27.0,41.0,55.0,27.0,34.0,41.0,27.0,22.0,18.0,25.0,24.0,21.0,26.0,18.0,19.0,16.0,23.0,14.0,33.0,62.0,80.0,45.0
KEN,Kenya,1993,45.0,55.0,34.0,46.0,64.0,28.0,53.0,75.0,31.0,40.0,53.0,26.0,23.0,19.0,27.0,25.0,25.0,25.0,18.0,20.0,16.0,27.0,14.0,40.0,64.0,81.0,47.0
KEN,Kenya,1994,45.0,54.0,36.0,46.0,61.0,31.0,51.0,74.0,29.0,41.0,48.0,33.0,23.0,20.0,26.0,25.0,25.0,24.0,18.0,20.0,17.0,26.0,14.0,37.0,66.0,81.0,50.0
KEN,Kenya,1995,44.0,52.0,36.0,43.0,57.0,29.0,49.0,72.0,26.0,37.0,42.0,33.0,23.0,19.0,27.0,24.0,24.0,25.0,20.0,20.0,21.0,25.0,14.0,37.0,67.0,81.0,53.0
KEN,Kenya,1996,45.0,48.0,43.0,44.0,47.0,42.0,43.0,59.0,26.0,46.0,34.0,57.0,24.0,19.0,28.0,25.0,25.0,25.0,21.0,20.0,22.0,25.0,14.0,36.0,68.0,77.0,59.0
KEN,Kenya,1997,46.0,48.0,43.0,45.0,48.0,42.0,45.0,63.0,26.0,45.0,33.0,57.0,25.0,20.0,29.0,25.0,25.0,25.0,23.0,20.0,27.0,25.0,14.0,36.0,68.0,78.0,59.0
KEN,Kenya,1998,45.0,48.0,43.0,45.0,47.0,42.0,44.0,61.0,27.0,45.0,33.0,58.0,24.0,19.0,29.0,25.0,25.0,25.0,23.0,20.0,26.0,25.0,13.0,36.0,67.0,76.0,58.0
KEN,Kenya,1999,47.0,48.0,46.0,46.0,48.0,44.0,45.0,62.0,28.0,47.0,35.0,60.0,25.0,19.0,31.0,26.0,26.0,25.0,23.0,19.0,27.0,26.0,12.0,40.0,70.0,78.0,62.0
KEN,Kenya,2000,47.0,47.0,47.0,43.0,41.0,45.0,38.0,48.0,28.0,48.0,33.0,62.0,27.0,18.0,35.0,27.0,23.0,31.0,26.0,22.0,30.0,27.0,10.0,44.0,72.0,82.0,62.0
KEN,Kenya,2001,48.0,48.0,48.0,43.0,42.0,45.0,39.0,51.0,26.0,48.0,32.0,63.0,28.0,19.0,36.0,29.0,23.0,34.0,28.0,24.0,32.0,26.0,11.0,42.0,74.0,83.0,65.0
KEN,Kenya,2002,48.0,48.0,47.0,43.0,42.0,44.0,37.0,50.0,24.0,48.0,33.0,63.0,28.0,20.0,35.0,27.0,23.0,31.0,30.0,25.0,36.0,25.0,13.0,38.0,73.0,82.0,64.0
KEN,Kenya,2003,49.0,48.0,51.0,45.0,41.0,49.0,41.0,49.0,34.0,48.0,33.0,63.0,29.0,21.0,38.0,28.0,24.0,32.0,32.0,26.0,38.0,27.0,12.0,42.0,74.0,82.0,66.0
KEN,Kenya,2004,48.0,47.0,50.0,41.0,38.0,44.0,32.0,41.0,22.0,49.0,34.0,65.0,31.0,21.0,40.0,29.0,25.0,34.0,33.0,25.0,41.0,30.0,14.0,46.0,74.0,82.0,65.0
KEN,Kenya,2005,50.0,50.0,51.0,45.0,46.0,44.0,44.0,59.0,28.0,46.0,33.0,60.0,32.0,23.0,42.0,31.0,25.0,37.0,35.0,29.0,40.0,31.0,15.0,48.0,74.0,82.0,66.0
KEN,Kenya,2006,51.0,49.0,53.0,43.0,40.0,45.0,40.0,52.0,28.0,45.0,29.0,62.0,35.0,25.0,44.0,33.0,27.0,40.0,38.0,33.0,42.0,33.0,15.0,51.0,75.0,82.0,68.0
KEN,Kenya,2007,52.0,49.0,55.0,44.0,41.0,47.0,40.0,51.0,29.0,47.0,30.0,65.0,36.0,26.0,47.0,35.0,27.0,42.0,39.0,34.0,43.0,35.0,15.0,55.0,76.0,81.0,71.0
KEN,Kenya,2008,52.0,51.0,54.0,42.0,41.0,44.0,42.0,53.0,31.0,43.0,29.0,57.0,39.0,31.0,48.0,35.0,25.0,45.0,48.0,52.0,44.0,34.0,14.0,54.0,76.0,81.0,71.0
KEN,Kenya,2009,53.0,51.0,56.0,40.0,35.0,45.0,37.0,41.0,33.0,44.0,30.0,58.0,42.0,36.0,49.0,38.0,28.0,48.0,53.0,62.0,45.0,36.0,18.0,54.0,77.0,81.0,73.0
KEN,Kenya,2010,54.0,52.0,56.0,43.0,38.0,47.0,40.0,46.0,33.0,46.0,30.0,62.0,43.0,37.0,50.0,39.0,29.0,49.0,55.0,63.0,46.0,37.0,18.0,55.0,76.0,81.0,71.0
KEN,Kenya,2011,55.0,53.0,56.0,43.0,41.0,45.0,41.0,51.0,31.0,44.0,31.0,58.0,46.0,38.0,54.0,39.0,30.0,49.0,57.0,66.0,48.0,42.0,19.0,65.0,76.0,81.0,70.0
KEN,Kenya,2012,55.0,53.0,57.0,42.0,40.0,44.0,39.0,48.0,31.0,44.0,31.0,57.0,47.0,40.0,55.0,39.0,30.0,48.0,60.0,71.0,49.0,43.0,19.0,66.0,77.0,81.0,73.0
KEN,Kenya,2013,55.0,53.0,57.0,42.0,38.0,45.0,38.0,44.0,32.0,45.0,33.0,58.0,46.0,39.0,53.0,39.0,29.0,48.0,61.0,71.0,50.0,39.0,17.0,61.0,77.0,81.0,73.0
KEN,Kenya,2014,56.0,54.0,58.0,43.0,40.0,46.0,38.0,45.0,30.0,49.0,35.0,62.0,46.0,39.0,53.0,39.0,29.0,49.0,60.0,71.0,50.0,39.0,17.0,61.0,78.0,82.0,75.0
KEN,Kenya,2015,55.0,53.0,58.0,41.0,37.0,46.0,36.0,41.0,32.0,46.0,32.0,59.0,46.0,39.0,53.0,39.0,29.0,50.0,60.0,70.0,49.0,39.0,18.0,59.0,79.0,83.0,75.0
KEN,Kenya,2016,55.0,52.0,59.0,40.0,34.0,47.0,34.0,35.0,33.0,47.0,33.0,61.0,46.0,38.0,54.0,41.0,29.0,53.0,60.0,70.0,49.0,38.0,16.0,61.0,79.0,83.0,75.0
KEN,Kenya,2017,55.0,51.0,59.0,41.0,34.0,48.0,35.0,35.0,35.0,47.0,33.0,62.0,47.0,40.0,54.0,41.0,29.0,53.0,60.0,70.0,49.0,40.0,19.0,61.0,78.0,81.0,76.0
KEN,Kenya,2018,55.0,51.0,59.0,40.0,33.0,47.0,34.0,35.0,33.0,47.0,32.0,62.0,47.0,40.0,55.0,42.0,31.0,54.0,60.0,70.0,50.0,39.0,18.0,61.0,79.0,81.0,76.0
KEN,Kenya,2019,55.0,51.0,59.0,40.0,32.0,47.0,33.0,33.0,32.0,47.0,32.0,62.0,47.0,40.0,55.0,42.0,31.0,54.0,60.0,70.0,51.0,39.0,18.0,61.0,78.0,80.0,76.0
KEN,Kenya,2020,55.0,50.0,60.0,38.0,30.0,47.0,30.0,28.0,31.0,46.0,31.0,62.0,48.0,39.0,56.0,43.0,31.0,55.0,61.0,69.0,52.0,40.0,18.0,61.0,78.0,80.0,76.0
MAR,Morocco,1990,44.0,43.0,44.0,43.0,37.0,48.0,40.0,33.0,46.0,45.0,42.0,49.0,33.0,35.0,31.0,42.0,42.0,41.0,33.0,37.0,28.0,25.0,26.0,24.0,56.0,58.0,54.0
MAR,Morocco,1991,48.0,49.0,48.0,43.0,38.0,48.0,38.0,30.0,46.0,48.0,45.0,50.0,34.0,35.0,32.0,42.0,42.0,41.0,33.0,37.0,29.0,25.0,26.0,25.0,68.0,72.0,63.0
MAR,Morocco,1992,50.0,51.0,48.0,44.0,40.0,48.0,40.0,33.0,46.0,48.0,47.0,50.0,36.0,40.0,31.0,43.0,43.0,43.0,34.0,37.0,30.0,30.0,39.0,21.0,69.0,74.0,65.0
MAR,Morocco,1993,52.0,53.0,52.0,48.0,42.0,55.0,40.0,34.0,46.0,56.0,50.0,63.0,36.0,39.0,32.0,42.0,42.0,43.0,34.0,36.0,32.0,31.0,40.0,22.0,73.0,79.0,68.0
MAR,Morocco,1994,53.0,53.0,53.0,49.0,42.0,55.0,41.0,36.0,46.0,56.0,48.0,64.0,36.0,39.0,34.0,43.0,42.0,45.0,35.0,36.0,34.0,31.0,40.0,22.0,73.0,77.0,70.0
MAR,Morocco,1995,52.0,51.0,53.0,49.0,43.0,56.0,43.0,39.0,47.0,55.0,47.0,64.0,36.0,39.0,34.0,42.0,42.0,43.0,36.0,35.0,36.0,31.0,40.0,22.0,70.0,71.0,69.0
MAR,Morocco,1996,48.0,44.0,52.0,44.0,39.0,48.0,41.0,36.0,46.0,46.0,43.0,50.0,37.0,39.0,35.0,43.0,42.0,44.0,36.0,34.0,38.0,32.0,41.0,23.0,63.0,54.0,72.0
MAR,Morocco,1997,49.0,45.0,52.0,45.0,42.0,48.0,43.0,41.0,46.0,47.0,44.0,50.0,38.0,39.0,36.0,43.0,42.0,44.0,38.0,36.0,41.0,32.0,41.0,23.0,63.0,53.0,73.0
MAR,Morocco,1998,49.0,45.0,53.0,45.0,41.0,48.0,43.0,39.0,46.0,46.0,43.0,50.0,40.0,41.0,38.0,43.0,42.0,45.0,43.0,39.0,46.0,33.0,41.0,24.0,63.0,53.0,74.0
MAR,Morocco,1999,50.0,45.0,55.0,45.0,41.0,49.0,43.0,39.0,47.0,46.0,42.0,51.0,41.0,41.0,41.0,44.0,41.0,46.0,44.0,40.0,47.0,36.0,42.0,30.0,64.0,53.0,76.0
