code,country,year,KOFGI,KOFGIdf,KOFGIdj,KOFEcGI,KOFEcGIdf,KOFEcGIdj,KOFTrGI,KOFTrGIdf,KOFTrGIdj,KOFFiGI,KOFFiGIdf,KOFFiGIdj,KOFSoGI,KOFSoGIdf,KOFSoGIdj,KOFIpGI,KOFIpGIdf,KOFIpGIdj,KOFInGI,KOFInGIdf,KOFInGIdj,KOFCuGI,KOFCuGIdf,KOFCuGIdj,KOFPoGI,KOFPoGIdf,KOFPoGIdj
MAR,Morocco,2000,55.0,54.0,57.0,47.0,45.0,50.0,47.0,46.0,47.0,48.0,44.0,53.0,43.0,42.0,44.0,46.0,42.0,49.0,46.0,41.0,50.0,37.0,43.0,31.0,76.0,75.0,77.0
MAR,Morocco,2001,56.0,55.0,57.0,48.0,48.0,48.0,45.0,48.0,42.0,50.0,47.0,53.0,44.0,42.0,46.0,48.0,44.0,52.0,46.0,40.0,52.0,38.0,43.0,32.0,77.0,75.0,79.0
MAR,Morocco,2002,58.0,57.0,58.0,49.0,48.0,49.0,47.0,50.0,43.0,50.0,47.0,54.0,45.0,44.0,45.0,49.0,44.0,53.0,48.0,44.0,52.0,37.0,45.0,29.0,80.0,79.0,80.0
MAR,Morocco,2003,58.0,58.0,58.0,48.0,46.0,49.0,47.0,48.0,46.0,49.0,45.0,52.0,45.0,46.0,45.0,50.0,45.0,54.0,47.0,45.0,50.0,38.0,47.0,30.0,81.0,81.0,82.0
MAR,Morocco,2004,59.0,59.0,59.0,47.0,48.0,47.0,47.0,50.0,44.0,47.0,45.0,50.0,46.0,47.0,46.0,50.0,43.0,56.0,50.0,48.0,51.0,40.0,49.0,30.0,83.0,82.0,84.0
MAR,Morocco,2005,61.0,60.0,61.0,50.0,50.0,50.0,52.0,56.0,48.0,48.0,44.0,52.0,49.0,49.0,49.0,51.0,43.0,59.0,54.0,54.0,55.0,42.0,49.0,35.0,83.0,82.0,84.0
MAR,Morocco,2006,62.0,62.0,62.0,52.0,54.0,51.0,55.0,59.0,51.0,49.0,48.0,50.0,51.0,50.0,51.0,53.0,44.0,62.0,57.0,57.0,56.0,42.0,50.0,35.0,84.0,83.0,85.0
MAR,Morocco,2007,64.0,64.0,63.0,53.0,57.0,50.0,58.0,63.0,52.0,49.0,50.0,49.0,52.0,52.0,53.0,55.0,46.0,64.0,59.0,60.0,59.0,43.0,51.0,35.0,85.0,83.0,87.0
MAR,Morocco,2008,63.0,64.0,62.0,52.0,58.0,46.0,61.0,68.0,54.0,43.0,47.0,38.0,53.0,52.0,55.0,56.0,47.0,65.0,61.0,59.0,63.0,43.0,50.0,36.0,84.0,83.0,85.0
MAR,Morocco,2009,63.0,63.0,64.0,51.0,55.0,48.0,57.0,59.0,55.0,46.0,51.0,41.0,54.0,51.0,57.0,56.0,47.0,66.0,64.0,60.0,67.0,42.0,48.0,37.0,84.0,83.0,86.0
MAR,Morocco,2010,65.0,64.0,66.0,55.0,57.0,52.0,61.0,64.0,57.0,49.0,50.0,47.0,56.0,52.0,60.0,58.0,48.0,68.0,66.0,60.0,72.0,43.0,47.0,38.0,85.0,83.0,87.0
MAR,Morocco,2011,66.0,65.0,68.0,57.0,59.0,56.0,64.0,68.0,61.0,50.0,50.0,50.0,57.0,52.0,61.0,59.0,49.0,69.0,68.0,60.0,75.0,43.0,47.0,39.0,85.0,83.0,87.0
MAR,Morocco,2012,68.0,65.0,70.0,60.0,60.0,59.0,68.0,69.0,66.0,52.0,51.0,53.0,57.0,52.0,62.0,60.0,50.0,70.0,68.0,60.0,77.0,44.0,48.0,40.0,86.0,84.0,88.0
MAR,Morocco,2013,67.0,64.0,71.0,58.0,56.0,60.0,66.0,64.0,67.0,51.0,49.0,53.0,58.0,52.0,63.0,60.0,50.0,71.0,69.0,59.0,78.0,44.0,47.0,41.0,86.0,83.0,89.0
MAR,Morocco,2014,66.0,65.0,68.0,55.0,58.0,51.0,61.0,65.0,57.0,48.0,51.0,46.0,58.0,53.0,64.0,61.0,50.0,71.0,69.0,59.0,78.0,46.0,51.0,41.0,86.0,84.0,88.0
MAR,Morocco,2015,68.0,67.0,69.0,56.0,57.0,54.0,62.0,64.0,60.0,49.0,51.0,48.0,61.0,59.0,63.0,60.0,50.0,70.0,80.0,80.0,79.0,44.0,48.0,41.0,87.0,84.0,89.0
MAR,Morocco,2016,69.0,69.0,69.0,57.0,58.0,55.0,62.0,64.0,61.0,51.0,53.0,49.0,65.0,66.0,63.0,59.0,49.0,69.0,81.0,82.0,79.0,54.0,66.0,42.0,87.0,84.0,90.0
MAR,Morocco,2017,70.0,70.0,70.0,58.0,59.0,57.0,65.0,65.0,65.0,51.0,54.0,49.0,65.0,67.0,62.0,59.0,49.0,69.0,83.0,86.0,80.0,52.0,67.0,38.0,86.0,83.0,90.0
MAR,Morocco,2018,70.0,70.0,71.0,59.0,59.0,60.0,68.0,67.0,70.0,50.0,50.0,49.0,65.0,67.0,63.0,58.0,47.0,70.0,84.0,87.0,81.0,53.0,68.0,39.0,87.0,83.0,90.0
MAR,Morocco,2019,70.0,70.0,71.0,59.0,58.0,60.0,68.0,66.0,70.0,50.0,50.0,50.0,66.0,68.0,64.0,58.0,47.0,69.0,85.0,88.0,83.0,54.0,68.0,40.0,86.0,83.0,90.0
MAR,Morocco,2020,70.0,69.0,71.0,57.0,56.0,59.0,64.0,59.0,68.0,51.0,53.0,50.0,66.0,66.0,65.0,57.0,43.0,70.0,86.0,88.0,85.0,54.0,67.0,41.0,87.0,84.0,90.0
USA,United States,1990,70.0,64.0,75.0,55.0,33.0,76.0,49.0,22.0,75.0,60.0,44.0,77.0,71.0,68.0,73.0,59.0,65.0,53.0,70.0,61.0,79.0,82.0,77.0,88.0,84.0,92.0,76.0
USA,United States,1991,71.0,64.0,78.0,55.0,32.0,77.0,49.0,22.0,76.0,60.0,43.0,78.0,71.0,69.0,73.0,61.0,67.0,54.0,71.0,61.0,80.0,80.0,77.0,83.0,88.0,92.0,84.0
USA,United States,1992,71.0,64.0,79.0,55.0,31.0,78.0,49.0,22.0,76.0,60.0,40.0,80.0,71.0,68.0,73.0,60.0,65.0,56.0,71.0,61.0,81.0,81.0,79.0,83.0,89.0,92.0,85.0
USA,United States,1993,73.0,66.0,80.0,55.0,32.0,78.0,49.0,23.0,75.0,61.0,41.0,81.0,71.0,69.0,73.0,60.0,65.0,55.0,71.0,61.0,82.0,82.0,80.0,83.0,92.0,96.0,88.0
USA,United States,1994,73.0,65.0,81.0,56.0,33.0,79.0,49.0,23.0,75.0,63.0,43.0,84.0,72.0,69.0,75.0,61.0,65.0,56.0,72.0,61.0,83.0,84.0,81.0,87.0,92.0,94.0,89.0
USA,United States,1995,75.0,67.0,82.0,58.0,36.0,79.0,49.0,23.0,75.0,66.0,49.0,84.0,73.0,69.0,76.0,61.0,66.0,56.0,73.0,61.0,85.0,84.0,81.0,86.0,93.0,96.0,90.0
USA,United States,1996,75.0,67.0,82.0,59.0,38.0,81.0,50.0,24.0,77.0,69.0,52.0,85.0,73.0,70.0,76.0,62.0,66.0,57.0,73.0,61.0,84.0,84.0,82.0,86.0,92.0,94.0,91.0
USA,United States,1997,76.0,68.0,84.0,61.0,40.0,83.0,51.0,24.0,79.0,71.0,55.0,87.0,75.0,70.0,79.0,62.0,66.0,58.0,73.0,61.0,85.0,89.0,83.0,95.0,92.0,93.0,91.0
USA,United States,1998,77.0,68.0,86.0,62.0,41.0,84.0,52.0,24.0,80.0,72.0,57.0,87.0,76.0,71.0,82.0,63.0,67.0,59.0,75.0,61.0,89.0,91.0,84.0,97.0,92.0,93.0,92.0
USA,United States,1999,77.0,69.0,86.0,64.0,42.0,85.0,53.0,24.0,81.0,75.0,61.0,88.0,77.0,71.0,82.0,64.0,69.0,60.0,75.0,61.0,89.0,90.0,83.0,97.0,92.0,92.0,92.0
USA,United States,2000,77.0,69.0,85.0,65.0,45.0,86.0,53.0,25.0,82.0,77.0,64.0,89.0,74.0,70.0,79.0,65.0,70.0,61.0,78.0,65.0,90.0,80.0,75.0,85.0,92.0,93.0,92.0
USA,United States,2001,78.0,69.0,86.0,65.0,43.0,86.0,53.0,25.0,82.0,76.0,61.0,90.0,76.0,71.0,81.0,66.0,70.0,61.0,79.0,67.0,90.0,84.0,77.0,91.0,92.0,92.0,92.0
USA,United States,2002,77.0,69.0,86.0,63.0,43.0,82.0,53.0,25.0,80.0,73.0,61.0,84.0,77.0,72.0,83.0,67.0,71.0,62.0,80.0,68.0,91.0,86.0,77.0,95.0,92.0,91.0,93.0
USA,United States,2003,78.0,70.0,86.0,63.0,45.0,82.0,53.0,25.0,81.0,74.0,64.0,83.0,77.0,73.0,82.0,67.0,72.0,62.0,80.0,70.0,91.0,85.0,77.0,93.0,92.0,91.0,93.0
USA,United States,2004,78.0,71.0,85.0,66.0,48.0,83.0,54.0,26.0,82.0,77.0,70.0,84.0,78.0,75.0,81.0,67.0,72.0,61.0,82.0,71.0,92.0,85.0,81.0,90.0,91.0,91.0,92.0
USA,United States,2005,78.0,72.0,84.0,65.0,49.0,81.0,54.0,26.0,82.0,76.0,73.0,80.0,79.0,77.0,80.0,67.0,72.0,62.0,82.0,72.0,92.0,87.0,87.0,87.0,92.0,91.0,93.0
USA,United States,2006,80.0,74.0,86.0,66.0,52.0,81.0,54.0,26.0,82.0,79.0,77.0,80.0,82.0,80.0,83.0,68.0,75.0,62.0,83.0,73.0,93.0,94.0,93.0,95.0,92.0,91.0,93.0
USA,United States,2007,81.0,77.0,86.0,68.0,53.0,82.0,55.0,27.0,83.0,80.0,79.0,82.0,85.0,87.0,82.0,68.0,75.0,62.0,93.0,92.0,94.0,92.0,94.0,91.0,92.0,91.0,94.0
USA,United States,2008,81.0,76.0,85.0,65.0,51.0,79.0,55.0,28.0,81.0,76.0,75.0,77.0,85.0,87.0,83.0,69.0,76.0,62.0,93.0,93.0,93.0,94.0,93.0,94.0,92.0,91.0,94.0
USA,United States,2009,80.0,76.0,85.0,64.0,50.0,78.0,53.0,26.0,81.0,74.0,74.0,75.0,85.0,87.0,84.0,69.0,75.0,64.0,93.0,93.0,93.0,94.0,93.0,95.0,92.0,90.0,94.0
USA,United States,2010,80.0,76.0,84.0,65.0,51.0,78.0,54.0,27.0,80.0,75.0,75.0,76.0,84.0,87.0,81.0,69.0,75.0,64.0,93.0,94.0,92.0,91.0,93.0,88.0,92.0,90.0,94.0
USA,United States,2011,81.0,77.0,85.0,65.0,52.0,78.0,55.0,30.0,80.0,75.0,75.0,76.0,86.0,88.0,84.0,70.0,75.0,64.0,93.0,94.0,93.0,94.0,93.0,95.0,92.0,90.0,94.0
USA,United States,2012,81.0,77.0,85.0,65.0,53.0,78.0,55.0,30.0,80.0,76.0,75.0,76.0,85.0,88.0,82.0,70.0,76.0,64.0,94.0,95.0,93.0,90.0,94.0,87.0,92.0,91.0,94.0
USA,United States,2013,81.0,77.0,85.0,65.0,53.0,78.0,55.0,30.0,80.0,76.0,76.0,76.0,86.0,89.0,83.0,71.0,76.0,66.0,94.0,96.0,93.0,92.0,94.0,91.0,92.0,90.0,94.0
USA,United States,2014,82.0,78.0,86.0,67.0,53.0,81.0,56.0,30.0,83.0,78.0,77.0,79.0,86.0,89.0,83.0,71.0,77.0,65.0,94.0,96.0,92.0,93.0,94.0,92.0,92.0,91.0,94.0
USA,United States,2015,82.0,77.0,86.0,66.0,52.0,80.0,56.0,29.0,82.0,76.0,76.0,77.0,87.0,89.0,84.0,71.0,77.0,66.0,94.0,96.0,92.0,94.0,94.0,94.0,92.0,90.0,94.0
USA,United States,2016,82.0,77.0,87.0,67.0,52.0,82.0,56.0,28.0,84.0,79.0,76.0,81.0,87.0,90.0,84.0,72.0,78.0,66.0,95.0,97.0,94.0,94.0,94.0,94.0,92.0,90.0,94.0
USA,United States,2017,82.0,78.0,87.0,68.0,53.0,82.0,56.0,28.0,84.0,80.0,79.0,81.0,87.0,90.0,83.0,72.0,78.0,66.0,95.0,97.0,93.0,93.0,95.0,92.0,92.0,90.0,94.0
USA,United States,2018,82.0,78.0,86.0,67.0,53.0,81.0,55.0,28.0,82.0,80.0,79.0,81.0,87.0,90.0,83.0,70.0,78.0,63.0,95.0,97.0,93.0,95.0,95.0,94.0,92.0,90.0,94.0
USA,United States,2019,82.0,78.0,86.0,67.0,54.0,81.0,54.0,28.0,81.0,81.0,80.0,81.0,87.0,90.0,84.0,70.0,78.0,62.0,95.0,97.0,93.0,96.0,95.0,97.0,92.0,90.0,94.0
USA,United States,2020,81.0,77.0,85.0,67.0,52.0,81.0,53.0,25.0,82.0,80.0,80.0,81.0,85.0,89.0,81.0,68.0,75.0,60.0,95.0,97.0,94.0,92.0,95.0,88.0,92.0,90.0,94.0
ZAF,South Africa,1990,35.0,39.0,31.0,31.0,33.0,29.0,37.0,31.0,44.0,25.0,35.0,14.0,37.0,33.0,40.0,30.0,29.0,30.0,40.0,45.0,36.0,40.0,26.0,53.0,39.0,52.0,25.0
ZAF,South Africa,1991,35.0,38.0,31.0,29.0,31.0,27.0,35.0,29.0,41.0,23.0,32.0,14.0,37.0,33.0,42.0,30.0,28.0,32.0,40.0,44.0,36.0,41.0,26.0,57.0,38.0,52.0,24.0
ZAF,South Africa,1992,34.0,38.0,31.0,29.0,30.0,28.0,35.0,28.0,41.0,23.0,32.0,14.0,37.0,32.0,41.0,30.0,27.0,33.0,41.0,44.0,38.0,39.0,26.0,53.0,38.0,52.0,23.0
ZAF,South Africa,1993,36.0,39.0,34.0,33.0,29.0,37.0,34.0,29.0,39.0,33.0,30.0,35.0,37.0,33.0,41.0,31.0,28.0,33.0,42.0,43.0,41.0,38.0,27.0,50.0,39.0,54.0,23.0
ZAF,South Africa,1994,40.0,39.0,40.0,36.0,31.0,41.0,35.0,30.0,40.0,37.0,32.0,41.0,40.0,33.0,47.0,37.0,28.0,45.0,46.0,44.0,47.0,37.0,27.0,47.0,44.0,54.0,34.0
ZAF,South Africa,1995,45.0,44.0,45.0,36.0,33.0,39.0,34.0,32.0,36.0,38.0,34.0,41.0,45.0,38.0,52.0,37.0,28.0,46.0,49.0,45.0,53.0,49.0,42.0,57.0,53.0,61.0,46.0
ZAF,South Africa,1996,46.0,46.0,46.0,34.0,34.0,34.0,36.0,34.0,38.0,32.0,34.0,30.0,46.0,39.0,53.0,36.0,27.0,45.0,51.0,48.0,54.0,50.0,41.0,60.0,57.0,65.0,50.0
ZAF,South Africa,1997,49.0,47.0,51.0,39.0,36.0,41.0,39.0,35.0,43.0,38.0,38.0,38.0,47.0,41.0,52.0,35.0,28.0,42.0,53.0,50.0,56.0,51.0,44.0,59.0,61.0,64.0,58.0
ZAF,South Africa,1998,51.0,48.0,54.0,42.0,39.0,45.0,40.0,35.0,46.0,43.0,42.0,44.0,48.0,41.0,54.0,36.0,28.0,44.0,55.0,52.0,58.0,52.0,44.0,59.0,64.0,64.0,63.0
ZAF,South Africa,1999,56.0,55.0,57.0,46.0,43.0,49.0,42.0,34.0,50.0,50.0,51.0,48.0,48.0,41.0,54.0,39.0,31.0,46.0,53.0,48.0,58.0,51.0,44.0,58.0,74.0,82.0,67.0
ZAF,South Africa,2000,59.0,57.0,62.0,54.0,46.0,62.0,56.0,37.0,74.0,53.0,54.0,51.0,48.0,42.0,54.0,40.0,33.0,47.0,55.0,50.0,60.0,49.0,44.0,54.0,76.0,82.0,70.0
ZAF,South Africa,2001,61.0,59.0,64.0,55.0,48.0,63.0,57.0,40.0,74.0,54.0,56.0,52.0,49.0,44.0,55.0,40.0,31.0,48.0,58.0,55.0,61.0,51.0,44.0,57.0,79.0,85.0,73.0
ZAF,South Africa,2002,62.0,60.0,64.0,57.0,50.0,63.0,59.0,43.0,74.0,54.0,57.0,52.0,50.0,44.0,56.0,41.0,32.0,50.0,58.0,56.0,61.0,51.0,44.0,58.0,80.0,85.0,74.0
ZAF,South Africa,2003,63.0,60.0,65.0,56.0,47.0,64.0,57.0,39.0,74.0,55.0,56.0,54.0,51.0,45.0,57.0,43.0,34.0,52.0,58.0,55.0,61.0,52.0,46.0,58.0,82.0,89.0,75.0
ZAF,South Africa,2004,63.0,62.0,65.0,53.0,46.0,59.0,52.0,39.0,65.0,53.0,53.0,53.0,53.0,48.0,58.0,46.0,36.0,55.0,60.0,58.0,62.0,54.0,51.0,57.0,85.0,91.0,78.0
ZAF,South Africa,2005,64.0,63.0,65.0,52.0,47.0,57.0,52.0,39.0,65.0,51.0,55.0,48.0,54.0,50.0,59.0,48.0,39.0,58.0,59.0,58.0,61.0,55.0,52.0,58.0,85.0,91.0,80.0
ZAF,South Africa,2006,65.0,64.0,65.0,54.0,51.0,57.0,54.0,43.0,66.0,53.0,58.0,48.0,55.0,51.0,59.0,49.0,40.0,59.0,61.0,61.0,61.0,56.0,53.0,58.0,86.0,91.0,80.0
ZAF,South Africa,2007,67.0,67.0,66.0,56.0,54.0,57.0,55.0,45.0,65.0,56.0,63.0,49.0,58.0,57.0,60.0,50.0,41.0,59.0,69.0,77.0,62.0,56.0,53.0,60.0,86.0,90.0,82.0
ZAF,South Africa,2008,68.0,70.0,65.0,54.0,56.0,53.0,59.0,52.0,66.0,50.0,59.0,40.0,61.0,62.0,60.0,50.0,42.0,58.0,76.0,90.0,62.0,57.0,54.0,61.0,87.0,92.0,83.0
ZAF,South Africa,2009,66.0,67.0,66.0,51.0,49.0,54.0,53.0,40.0,66.0,50.0,58.0,42.0,61.0,61.0,61.0,50.0,42.0,59.0,76.0,90.0,63.0,56.0,51.0,61.0,87.0,91.0,83.0
ZAF,South Africa,2010,67.0,68.0,67.0,53.0,49.0,56.0,54.0,42.0,65.0,52.0,57.0,47.0,62.0,62.0,62.0,51.0,43.0,59.0,78.0,90.0,65.0,57.0,53.0,61.0,88.0,92.0,84.0
ZAF,South Africa,2011,69.0,69.0,69.0,55.0,51.0,58.0,58.0,46.0,70.0,52.0,56.0,47.0,63.0,63.0,64.0,53.0,44.0,63.0,79.0,91.0,67.0,57.0,53.0,61.0,88.0,92.0,84.0
ZAF,South Africa,2012,69.0,69.0,69.0,56.0,53.0,58.0,59.0,47.0,70.0,52.0,60.0,45.0,64.0,63.0,65.0,54.0,43.0,65.0,80.0,92.0,69.0,58.0,54.0,62.0,88.0,92.0,84.0
ZAF,South Africa,2013,70.0,70.0,69.0,56.0,56.0,56.0,60.0,49.0,71.0,51.0,62.0,41.0,65.0,63.0,67.0,56.0,44.0,68.0,81.0,92.0,70.0,58.0,53.0,64.0,88.0,92.0,85.0
ZAF,South Africa,2014,70.0,71.0,69.0,55.0,57.0,53.0,56.0,50.0,61.0,55.0,64.0,45.0,65.0,63.0,68.0,57.0,48.0,67.0,80.0,88.0,72.0,59.0,53.0,65.0,89.0,92.0,86.0
ZAF,South Africa,2015,70.0,71.0,69.0,55.0,57.0,52.0,55.0,49.0,60.0,55.0,65.0,44.0,66.0,63.0,68.0,58.0,47.0,69.0,79.0,87.0,71.0,59.0,53.0,65.0,89.0,92.0,86.0
ZAF,South Africa,2016,70.0,71.0,69.0,54.0,58.0,50.0,55.0,49.0,60.0,53.0,67.0,40.0,66.0,63.0,70.0,57.0,47.0,68.0,81.0,87.0,74.0,62.0,54.0,69.0,89.0,92.0,86.0
ZAF,South Africa,2017,70.0,71.0,69.0,54.0,57.0,51.0,54.0,47.0,62.0,53.0,67.0,40.0,67.0,65.0,70.0,60.0,53.0,67.0,79.0,86.0,72.0,62.0,55.0,70.0,89.0,92.0,86.0
ZAF,South Africa,2018,70.0,71.0,69.0,53.0,57.0,50.0,54.0,47.0,60.0,53.0,66.0,40.0,67.0,63.0,70.0,57.0,47.0,68.0,80.0,87.0,73.0,63.0,55.0,70.0,89.0,92.0,86.0
ZAF,South Africa,2019,70.0,70.0,69.0,54.0,57.0,50.0,54.0,47.0,61.0,54.0,68.0,40.0,67.0,63.0,71.0,57.0,46.0,68.0,81.0,88.0,74.0,63.0,55.0,72.0,88.0,90.0,86.0
ZAF,South Africa,2020,69.0,70.0,69.0,53.0,56.0,51.0,52.0,42.0,61.0,55.0,70.0,40.0,66.0,61.0,71.0,55.0,43.0,67.0,81.0,88.0,74.0,62.0,53.0,72.0,89.0,92.0,86.0
