date,value
1995-06-05,691.6400
1995-06-06,689.1300
1995-06-07,716.4500
1995-06-08,695.9300
1995-06-09,702.6200
1995-06-12,698.7200
1995-06-13,698.9500
1995-06-14,689.2200
1995-06-15,646.8500
1995-06-16,646.5400
1995-06-19,638.9600
1995-06-20,640.6600
1995-06-21,651.8100
1995-06-22,644.4700
1995-06-23,650.1400
1995-06-26,653.4000
1995-06-27,649.9300
1995-06-28,647.6400
1995-06-29,643.9200
1995-06-30,630.5800
1995-07-03,613.1800
1995-07-04,620.6200
1995-07-05,636.0300
1995-07-06,637.7700
1995-07-07,666.7800
1995-07-10,666.2400
1995-07-11,649.1900
1995-07-12,648.9100
1995-07-13,656.1500
1995-07-14,652.8000
1995-07-17,695.4500
1995-07-18,715.4700
1995-07-19,690.9800
1995-07-20,690.3000
1995-07-21,693.5600
1995-07-24,709.9200
1995-07-25,703.5800
1995-07-26,691.1200
1995-07-27,697.7200
1995-07-28,695.4200
1995-07-31,695.5500
1995-08-01,715.4000
1995-08-02,699.9900
1995-08-03,703.4400
1995-08-04,709.8800
1995-08-07,718.0800
1995-08-08,712.5300
1995-08-09,717.4600
1995-08-10,735.1500
1995-08-11,744.9900
1995-08-14,776.1300
1995-08-15,751.4800
1995-08-16,767.6600
1995-08-17,769.4500
1995-08-18,757.4300
1995-08-21,739.0600
1995-08-22,739.8600
1995-08-23,729.8900
1995-08-24,733.8500
1995-08-25,727.5800
1995-08-28,725.6200
1995-08-29,722.0800
1995-08-30,715.7300
1995-08-31,723.8700
1995-09-01,728.8400
1995-09-04,737.8900
1995-09-05,739.5300
1995-09-06,753.7500
1995-09-07,753.8400
1995-09-08,751.0800
1995-09-11,775.4500
1995-09-12,763.6900
1995-09-13,763.1800
1995-09-14,758.1300
1995-09-15,755.9300
1995-09-18,757.4000
1995-09-19,736.7400
1995-09-20,726.1400
1995-09-21,731.1700
1995-09-22,730.0100
1995-09-25,723.3500
1995-09-26,728.8600
1995-09-27,708.4600
1995-09-28,711.1900
1995-09-29,722.4300
1995-10-02,722.4270
1995-10-03,722.4270
1995-10-04,717.7900
1995-10-05,724.8800
1995-10-06,719.9600
1995-10-09,706.2900
1995-10-10,708.6300
1995-10-11,710.8900
1995-10-12,704.4000
1995-10-13,702.9800
1995-10-16,701.3400
1995-10-17,702.4000
1995-10-18,716.8300
1995-10-19,702.7900
1995-10-20,726.2900
1995-10-23,723.0900
1995-10-24,723.5700
1995-10-25,760.4100
1995-10-26,731.4700
1995-10-27,722.3700
1995-10-30,722.7800
1995-10-31,717.3200
1995-11-01,723.3900
1995-11-02,721.7000
1995-11-03,727.7900
1995-11-06,736.1500
1995-11-07,729.6900
1995-11-08,711.6100
1995-11-09,711.2000
1995-11-10,708.7600
1995-11-13,688.7000
1995-11-14,688.8700
1995-11-15,692.2000
1995-11-16,682.4400
1995-11-17,676.1900
1995-11-20,674.7400
1995-11-21,678.4200
1995-11-22,663.3200
1995-11-23,658.3700
1995-11-24,659.3700
1995-11-27,645.0300
1995-11-28,652.5700
1995-11-29,641.5900
1995-11-30,641.1400
1995-12-01,633.8100
1995-12-04,634.9200
1995-12-05,637.2200
1995-12-06,628.4300
1995-12-07,631.8400
1995-12-08,636.7800
1995-12-11,619.2600
1995-12-12,629.4500
1995-12-13,613.8000
1995-12-14,614.7500
1995-12-15,603.8900
1995-12-18,592.1400
1995-12-19,592.0600
1995-12-20,601.0400
1995-12-21,597.4300
1995-12-22,594.2400
1995-12-25,580.0300
1995-12-26,572.2200
1995-12-27,570.4000
1995-12-28,556.8200
1995-12-29,555.2900
1996-01-01,555.2800
1996-01-02,537.8700
1996-01-03,542.4200
1996-01-04,558.7600
1996-01-05,536.3700
1996-01-08,539.1700
1996-01-09,558.6200
1996-01-10,547.6200
1996-01-11,545.6400
1996-01-12,547.1100
1996-01-15,551.0400
1996-01-16,547.7600
1996-01-17,537.3100
1996-01-18,517.6300
1996-01-19,523.5100
1996-01-22,516.4600
1996-01-23,519.6000
1996-01-24,522.6300
1996-01-25,521.3700
1996-01-26,525.5700
1996-01-29,529.1400
1996-01-30,532.5700
1996-01-31,537.3500
1996-02-01,536.6800
1996-02-02,536.0400
1996-02-05,522.8500
1996-02-06,520.6900
1996-02-07,524.3000
1996-02-08,521.8600
1996-02-09,525.4100
1996-02-12,523.8500
1996-02-13,529.5800
1996-02-14,529.2500
1996-02-15,536.9800
1996-02-16,552.9400
1996-02-19,552.9300
1996-02-20,552.9350
1996-02-21,552.9400
1996-02-22,552.9300
1996-02-23,552.9300
1996-02-26,552.9300
1996-02-27,552.9300
1996-02-28,552.9300
1996-02-29,552.9300
1996-03-01,552.9300
1996-03-04,601.9800
1996-03-05,587.0600
1996-03-06,559.7000
1996-03-07,569.3300
1996-03-08,573.1300
1996-03-11,568.1200
1996-03-12,563.8800
1996-03-13,563.2000
1996-03-14,562.3000
1996-03-15,562.3900
1996-03-18,567.8700
1996-03-19,566.5500
1996-03-20,569.6700
1996-03-21,569.7600
1996-03-22,570.1800
1996-03-25,570.2400
1996-03-26,563.5200
1996-03-27,562.3500
1996-03-28,554.0400
1996-03-29,556.3900
1996-04-01,566.1900
1996-04-02,557.2100
1996-04-03,560.9800
1996-04-04,563.1900
1996-04-05,582.5300
1996-04-08,581.3800
1996-04-09,578.0700
1996-04-10,579.8200
1996-04-11,583.3800
1996-04-12,586.9600
1996-04-15,584.6700
1996-04-16,590.8500
1996-04-17,593.3800
1996-04-18,600.2800
1996-04-19,618.1200
1996-04-22,613.9700
1996-04-23,623.7700
1996-04-24,664.6500
1996-04-25,652.6700
1996-04-26,707.6100
1996-04-29,738.6200
1996-04-30,681.1600
1996-05-01,681.1600
1996-05-02,654.4300
1996-05-03,650.0400
1996-05-06,671.2800
1996-05-07,661.1600
1996-05-08,661.2700
1996-05-09,656.9000
1996-05-10,661.4700
1996-05-13,666.1100
1996-05-14,665.4200
1996-05-15,682.0500
1996-05-16,683.0800
1996-05-17,711.9300
1996-05-20,703.0800
1996-05-21,661.8500
1996-05-22,668.6200
1996-05-23,642.6700
1996-05-24,639.8000
1996-05-27,637.9600
1996-05-28,646.9100
1996-05-29,650.5600
1996-05-30,636.3600
1996-05-31,643.6500
1996-06-03,641.0900
1996-06-04,651.5100
1996-06-05,696.9700
1996-06-06,702.6400
1996-06-07,727.3400
1996-06-10,764.3900
1996-06-11,752.2600
1996-06-12,755.7700
1996-06-13,768.6800
1996-06-14,777.2800
1996-06-17,752.0000
1996-06-18,793.5600
1996-06-19,796.9100
1996-06-20,793.5900
1996-06-21,796.1100
1996-06-24,793.3400
1996-06-25,780.6500
1996-06-26,801.4600
1996-06-27,806.4600
1996-06-28,804.2500
1996-07-01,761.1200
1996-07-02,759.7100
1996-07-03,786.1300
1996-07-04,785.4300
1996-07-05,785.3800
1996-07-08,807.3400
1996-07-09,817.6100
1996-07-10,820.0500
1996-07-11,792.0700
1996-07-12,796.4100
1996-07-15,789.1600
1996-07-16,823.0800
1996-07-17,808.9900
1996-07-18,818.0400
1996-07-19,856.9300
1996-07-22,884.9400
1996-07-23,871.4700
1996-07-24,887.6000
1996-07-25,868.1600
1996-07-26,845.1200
1996-07-29,855.4200
1996-07-30,836.9300
1996-07-31,822.4800
1996-08-01,835.1100
1996-08-02,838.8800
1996-08-05,853.1900
1996-08-06,862.2200
1996-08-07,867.2700
1996-08-08,876.0000
1996-08-09,871.6000
1996-08-12,886.0500
1996-08-13,874.8100
1996-08-14,871.6500
1996-08-15,865.8300
1996-08-16,853.8700
1996-08-19,835.6200
1996-08-20,822.4400
1996-08-21,833.6100
1996-08-22,818.2000
1996-08-23,803.6900
1996-08-26,773.0700
1996-08-27,787.4700
1996-08-28,796.8400
1996-08-29,788.7300
1996-08-30,809.9400
1996-09-02,804.7800
1996-09-03,800.2200
1996-09-04,812.0200
1996-09-05,814.3800
1996-09-06,801.2300
1996-09-09,793.5900
1996-09-10,764.4500
1996-09-11,769.2500
1996-09-12,757.0900
1996-09-13,779.0700
1996-09-16,778.2900
1996-09-17,776.4800
1996-09-18,760.7600
1996-09-19,769.1000
1996-09-20,805.5400
1996-09-23,851.9900
1996-09-24,849.9200
1996-09-25,835.1800
1996-09-26,854.6600
1996-09-27,875.5300
1996-09-30,875.5300
1996-10-01,854.6600
1996-10-02,854.6600
1996-10-03,865.4900
1996-10-04,863.4600
1996-10-07,864.6600
1996-10-08,877.6100
1996-10-09,874.0100
1996-10-10,904.1000
1996-10-11,909.8900
1996-10-14,940.7900
1996-10-15,937.2900
1996-10-16,933.8800
1996-10-17,952.3200
1996-10-18,939.9300
1996-10-21,964.3900
1996-10-22,976.4700
1996-10-23,1010.8300
1996-10-24,1007.9100
1996-10-25,1012.6700
1996-10-28,1022.8600
1996-10-29,1017.5200
1996-10-30,958.9400
1996-10-31,976.7100
1996-11-01,930.7900
1996-11-04,945.1200
1996-11-05,928.0300
1996-11-06,915.0500
1996-11-07,928.1400
1996-11-08,919.6700
1996-11-11,933.9700
1996-11-12,943.0000
1996-11-13,940.5200
1996-11-14,953.1900
1996-11-15,950.8300
1996-11-18,1004.6900
1996-11-19,1015.9600
1996-11-20,1014.9300
1996-11-21,940.7700
1996-11-22,951.8300
1996-11-25,976.5500
1996-11-26,967.5900
1996-11-27,980.3800
1996-11-28,992.6400
1996-11-29,1032.9500
1996-12-02,1134.5200
1996-12-03,1122.9900
1996-12-04,1169.9200
1996-12-05,1212.0800
1996-12-06,1212.8900
1996-12-09,1247.6600
1996-12-10,1230.2500
1996-12-11,1244.9000
1996-12-12,1177.1400
1996-12-13,1110.0400
1996-12-16,1000.0200
1996-12-17,905.5800
1996-12-18,972.7300
1996-12-19,902.4200
1996-12-20,885.2400
1996-12-23,902.0100
1996-12-24,865.5800
1996-12-25,895.1800
1996-12-26,924.2400
1996-12-27,922.3500
1996-12-30,934.2100
1996-12-31,917.0200
1997-01-01,917.0100
1997-01-02,919.4400
1997-01-03,899.6100
1997-01-06,876.5000
1997-01-07,898.1700
1997-01-08,896.4100
1997-01-09,906.9800
1997-01-10,918.4000
1997-01-13,929.5200
1997-01-14,907.8500
1997-01-15,916.7200
1997-01-16,915.0100
1997-01-17,919.8500
1997-01-20,933.2800
1997-01-21,929.1100
1997-01-22,942.4400
1997-01-23,945.8000
1997-01-24,953.9200
1997-01-27,959.0600
1997-01-28,956.3100
1997-01-29,962.1000
1997-01-30,960.1700
1997-01-31,964.7400
1997-02-03,960.5100
1997-02-04,960.5100
1997-02-05,960.5100
1997-02-06,960.5100
1997-02-07,960.5000
1997-02-10,960.5100
1997-02-11,960.5100
1997-02-12,960.5100
1997-02-13,960.5100
1997-02-14,960.5100
1997-02-17,982.4000
1997-02-18,894.8500
1997-02-19,962.6900
1997-02-20,965.0800
1997-02-21,1017.1300
1997-02-24,1009.5600
1997-02-25,1017.9600
1997-02-26,1031.5100
1997-02-27,1025.3000
1997-02-28,1040.2700
1997-03-03,1063.0500
1997-03-04,1068.1600
1997-03-05,1052.1500
1997-03-06,1079.1300
1997-03-07,1077.7200
1997-03-10,1099.6800
1997-03-11,1109.7300
1997-03-12,1126.1600
1997-03-13,1117.2800
1997-03-14,1125.8000
1997-03-17,1158.4800
1997-03-18,1162.6300
1997-03-19,1161.2700
1997-03-20,1120.7200
1997-03-21,1167.1700
1997-03-24,1191.7300
1997-03-25,1197.8400
1997-03-26,1215.3100
1997-03-27,1214.2600
1997-03-28,1202.6700
1997-03-31,1234.6200
1997-04-01,1241.0300
1997-04-02,1233.8500
1997-04-03,1246.0300
1997-04-04,1260.9600
1997-04-07,1276.4100
1997-04-08,1247.2600
1997-04-09,1286.8500
1997-04-10,1281.8900
1997-04-11,1278.5300
1997-04-14,1316.9200
1997-04-15,1324.9600
1997-04-16,1327.7800
1997-04-17,1323.3700
1997-04-18,1338.0300
1997-04-21,1362.0800
1997-04-22,1365.5000
1997-04-23,1378.8400
1997-04-24,1380.2800
1997-04-25,1364.9800
1997-04-28,1352.0000
1997-04-29,1376.7700
1997-04-30,1393.7500
1997-05-01,1393.7400
1997-05-02,1393.7400
1997-05-05,1448.9300
1997-05-06,1482.9900
1997-05-07,1495.4600
1997-05-08,1405.1800
1997-05-09,1467.2300
1997-05-12,1500.4000
1997-05-13,1464.2800
1997-05-14,1379.2200
1997-05-15,1417.6700
1997-05-16,1315.9200
1997-05-19,1344.6100
1997-05-20,1381.1200
1997-05-21,1354.8800
1997-05-22,1235.2200
1997-05-23,1254.2700
1997-05-26,1251.5500
1997-05-27,1281.7400
1997-05-28,1270.3500
1997-05-29,1263.3500
1997-05-30,1285.1800
1997-06-02,1336.2800
1997-06-03,1338.7600
1997-06-04,1361.1900
1997-06-05,1360.2300
1997-06-06,1275.3000
1997-06-09,1274.9200
1997-06-10,1241.7400
1997-06-11,1220.4000
1997-06-12,1212.7700
1997-06-13,1243.9800
1997-06-16,1261.4700
1997-06-17,1245.9300
1997-06-18,1232.6800
1997-06-19,1230.7400
1997-06-20,1291.2000
1997-06-23,1283.5000
1997-06-24,1303.9300
1997-06-25,1297.5900
1997-06-26,1284.4600
1997-06-27,1250.2700
1997-06-30,1250.2700
1997-07-01,1250.2700
1997-07-02,1199.0600
1997-07-03,1150.6200
1997-07-04,1159.3400
1997-07-07,1096.8200
1997-07-08,1109.6700
1997-07-09,1120.8400
1997-07-10,1120.1500
1997-07-11,1154.9200
1997-07-14,1185.7200
1997-07-15,1200.1100
1997-07-16,1190.8300
1997-07-17,1197.2300
1997-07-18,1209.8600
1997-07-21,1193.5300
1997-07-22,1208.2500
1997-07-23,1198.8600
1997-07-24,1174.2200
1997-07-25,1170.8600
1997-07-28,1141.7800
1997-07-29,1153.2300
1997-07-30,1179.4200
1997-07-31,1189.7600
1997-08-01,1192.8300
1997-08-04,1200.3300
1997-08-05,1196.2700
1997-08-06,1171.9400
1997-08-07,1199.2400
1997-08-08,1206.0500
1997-08-11,1184.0800
1997-08-12,1146.8100
1997-08-13,1120.1300
1997-08-14,1168.1100
1997-08-15,1143.0600
1997-08-18,1134.6300
1997-08-19,1132.9100
1997-08-20,1144.6400
1997-08-21,1164.5500
1997-08-22,1171.8300
1997-08-25,1184.1000
1997-08-26,1194.0400
1997-08-27,1198.5100
1997-08-28,1213.8900
1997-08-29,1221.0600
1997-09-01,1229.8700
1997-09-02,1226.3000
1997-09-03,1240.8200
1997-09-04,1251.3000
1997-09-05,1251.5500
1997-09-08,1255.2300
1997-09-09,1231.0300
1997-09-10,1256.0400
1997-09-11,1242.7100
1997-09-12,1208.7000
1997-09-15,1179.2900
1997-09-16,1187.2200
1997-09-17,1167.5600
1997-09-18,1172.3700
1997-09-19,1184.5200
1997-09-22,1103.9700
1997-09-23,1041.9700
1997-09-24,1110.0100
1997-09-25,1117.0100
1997-09-26,1109.6300
1997-09-29,1084.0700
1997-09-30,1097.3800
1997-10-01,1084.0700
1997-10-02,1084.0700
1997-10-03,1097.3800
1997-10-06,1098.9000
1997-10-07,1102.5700
1997-10-08,1134.8700
1997-10-09,1122.4700
1997-10-10,1130.7900
1997-10-13,1119.8200
1997-10-14,1117.9300
1997-10-15,1125.7800
1997-10-16,1150.3100
1997-10-17,1176.4900
1997-10-20,1187.3700
1997-10-21,1191.8700
1997-10-22,1177.5200
1997-10-23,1173.3600
1997-10-24,1178.3100
1997-10-27,1235.8300
1997-10-28,1177.9200
1997-10-29,1184.0900
1997-10-30,1174.8500
1997-10-31,1180.3900
1997-11-03,1180.8500
1997-11-04,1184.7000
1997-11-05,1194.0400
1997-11-06,1181.1200
1997-11-07,1195.1400
1997-11-10,1185.7800
1997-11-11,1186.6300
1997-11-12,1174.1900
1997-11-13,1185.0200
1997-11-14,1197.8300
1997-11-17,1191.3300
1997-11-18,1183.3500
1997-11-19,1181.6300
1997-11-20,1172.4300
1997-11-21,1158.5600
1997-11-24,1124.9400
1997-11-25,1125.5300
1997-11-26,1143.8200
1997-11-27,1122.5200
1997-11-28,1139.6300
1997-12-01,1133.0900
1997-12-02,1130.1700
1997-12-03,1122.5500
1997-12-04,1135.8700
1997-12-05,1136.2000
1997-12-08,1139.3600
1997-12-09,1148.1700
1997-12-10,1157.8400
1997-12-11,1159.1700
1997-12-12,1153.8400
1997-12-15,1168.0300
1997-12-16,1174.8000
1997-12-17,1146.5200
1997-12-18,1154.1700
1997-12-19,1160.7700
1997-12-22,1169.0100
1997-12-23,1171.2500
1997-12-24,1169.6600
1997-12-25,1181.2800
1997-12-26,1191.9200
1997-12-29,1186.6100
1997-12-30,1181.1400
1997-12-31,1194.1000
1998-01-01,1194.1000
1998-01-02,1194.1000
1998-01-05,1220.4700
1998-01-06,1233.6200
1998-01-07,1244.0700
1998-01-08,1237.1600
1998-01-09,1239.9000
1998-01-12,1226.9700
1998-01-13,1167.6500
1998-01-14,1202.2200
1998-01-15,1215.4300
1998-01-16,1213.9600
1998-01-19,1213.1300
1998-01-20,1203.7200
1998-01-21,1200.2000
1998-01-22,1204.4300
1998-01-23,1222.9100
1998-01-26,1222.9100
1998-01-27,1222.9100
1998-01-28,1222.9100
1998-01-29,1222.9100
1998-01-30,1204.4300
1998-02-02,1204.4300
1998-02-03,1204.4300
1998-02-04,1204.4300
1998-02-05,1204.4300
1998-02-06,1204.4300
1998-02-09,1248.0400
1998-02-10,1236.5100
1998-02-11,1250.2400
1998-02-12,1246.3000
1998-02-13,1245.9100
1998-02-16,1236.2400
1998-02-17,1238.5000
1998-02-18,1229.8300
1998-02-19,1232.5800
1998-02-20,1226.0200
1998-02-23,1208.6000
1998-02-24,1208.2200
1998-02-25,1194.6700
1998-02-26,1206.6700
1998-02-27,1206.5300
1998-03-02,1188.3100
1998-03-03,1201.7900
1998-03-04,1213.2500
1998-03-05,1207.5400
1998-03-06,1206.4500
1998-03-09,1200.8300
1998-03-10,1199.8300
1998-03-11,1190.0400
1998-03-12,1178.9700
1998-03-13,1184.9600
1998-03-16,1188.4800
1998-03-17,1202.8400
1998-03-18,1193.9100
1998-03-19,1188.7200
1998-03-20,1187.5000
1998-03-23,1179.8700
1998-03-24,1194.0200
1998-03-25,1191.5500
1998-03-26,1188.8700
1998-03-27,1223.5700
1998-03-30,1249.4400
1998-03-31,1243.0200
1998-04-01,1254.9700
1998-04-02,1269.0200
1998-04-03,1286.0800
1998-04-06,1306.3800
1998-04-07,1303.1400
1998-04-08,1322.7900
1998-04-09,1297.2300
1998-04-10,1311.5100
1998-04-13,1318.7500
1998-04-14,1313.7200
1998-04-15,1324.7100
1998-04-16,1316.2500
1998-04-17,1298.1100
1998-04-20,1296.0100
1998-04-21,1305.2200
1998-04-22,1332.1800
1998-04-23,1324.5600
1998-04-24,1315.1700
1998-04-27,1310.3800
1998-04-28,1332.9900
1998-04-29,1332.5000
1998-04-30,1343.4500
1998-05-01,1343.4500
1998-05-04,1352.9300
1998-05-05,1352.5200
1998-05-06,1348.4100
1998-05-07,1327.8700
1998-05-08,1357.6000
1998-05-11,1354.6100
1998-05-12,1349.6500
1998-05-13,1369.2600
1998-05-14,1367.1300
1998-05-15,1368.0900
1998-05-18,1368.1800
1998-05-19,1362.2900
1998-05-20,1357.4300
1998-05-21,1366.6600
1998-05-22,1375.8200
1998-05-25,1389.3700
1998-05-26,1390.4200
1998-05-27,1399.5400
1998-05-28,1397.9000
1998-05-29,1411.2100
1998-06-01,1415.5800
1998-06-02,1413.0800
1998-06-03,1420.0000
1998-06-04,1406.3000
1998-06-05,1408.6100
1998-06-08,1403.7300
1998-06-09,1369.6500
1998-06-10,1368.3000
1998-06-11,1347.6800
1998-06-12,1383.3900
1998-06-15,1365.3400
1998-06-16,1348.5900
1998-06-17,1348.9400
1998-06-18,1370.6900
1998-06-19,1392.8800
1998-06-22,1399.3600
1998-06-23,1397.9600
1998-06-24,1401.7400
1998-06-25,1382.0400
1998-06-26,1385.6200
1998-06-29,1361.4300
1998-06-30,1339.2000
1998-07-01,1316.4400
1998-07-02,1331.6500
1998-07-03,1335.1300
1998-07-06,1315.2800
1998-07-07,1324.4000
1998-07-08,1338.9800
1998-07-09,1343.2300
1998-07-10,1360.6200
1998-07-13,1358.8100
1998-07-14,1336.5600
1998-07-15,1335.4700
1998-07-16,1325.6300
1998-07-17,1314.7200
1998-07-20,1287.0700
1998-07-21,1313.0100
1998-07-22,1299.1500
1998-07-23,1316.2700
1998-07-24,1326.8200
1998-07-27,1321.9000
1998-07-28,1317.9500
1998-07-29,1311.9400
1998-07-30,1315.3000
1998-07-31,1316.9200
1998-08-03,1302.1000
1998-08-04,1293.4600
1998-08-05,1307.4400
1998-08-06,1294.1600
1998-08-07,1271.0700
1998-08-10,1234.5800
1998-08-11,1207.6700
1998-08-12,1190.5500
1998-08-13,1204.1800
1998-08-14,1168.0300
1998-08-17,1070.4100
1998-08-18,1071.3000
1998-08-19,1126.0800
1998-08-20,1149.9100
1998-08-21,1177.6200
1998-08-24,1178.5500
1998-08-25,1179.0700
1998-08-26,1160.2900
1998-08-27,1145.2200
1998-08-28,1129.7200
1998-08-31,1150.2200
1998-09-01,1143.1300
1998-09-02,1136.8900
1998-09-03,1147.2000
1998-09-04,1163.5300
1998-09-07,1178.3800
1998-09-08,1167.6000
1998-09-09,1190.6800
1998-09-10,1213.6700
1998-09-11,1218.0100
1998-09-14,1239.6100
1998-09-15,1230.1300
1998-09-16,1252.1400
1998-09-17,1233.7000
1998-09-18,1207.0000
1998-09-21,1222.3800
1998-09-22,1222.6300
1998-09-23,1229.8600
1998-09-24,1199.0600
1998-09-25,1221.5800
1998-09-28,1230.2100
1998-09-29,1231.7500
1998-09-30,1242.9000
1998-10-01,1242.9000
1998-10-02,1242.9000
1998-10-05,1234.7800
1998-10-06,1217.4600
1998-10-07,1213.7900
1998-10-08,1228.7100
1998-10-09,1236.9300
1998-10-12,1247.1500
1998-10-13,1244.0700
1998-10-14,1240.6000
1998-10-15,1254.8100
1998-10-16,1251.5300
1998-10-19,1246.2400
1998-10-20,1243.6500
1998-10-21,1207.8300
1998-10-22,1216.0900
1998-10-23,1217.4300
1998-10-26,1208.2700
1998-10-27,1216.7900
1998-10-28,1225.9300
1998-10-29,1216.7600
1998-10-30,1217.3200
1998-11-02,1223.4800
1998-11-03,1236.8700
1998-11-04,1235.8000
1998-11-05,1253.2800
1998-11-06,1259.7700
1998-11-09,1283.1200
1998-11-10,1286.5600
1998-11-11,1286.2000
1998-11-12,1282.9900
1998-11-13,1282.5100
1998-11-16,1293.7400
1998-11-17,1290.6000
1998-11-18,1285.5000
1998-11-19,1275.6100
1998-11-20,1275.3700
1998-11-23,1273.7900
1998-11-24,1278.9200
1998-11-25,1263.8500
1998-11-26,1252.8200
1998-11-27,1245.0800
1998-11-30,1247.4200
1998-12-01,1234.3600
1998-12-02,1236.9700
1998-12-03,1232.5100
1998-12-04,1219.2000
1998-12-07,1209.5400
1998-12-08,1223.2600
1998-12-09,1224.0900
1998-12-10,1204.6400
1998-12-11,1214.2100
1998-12-14,1196.3000
1998-12-15,1194.8400
1998-12-16,1183.0600
1998-12-17,1160.0900
1998-12-18,1155.9200
1998-12-21,1154.4300
1998-12-22,1185.9700
1998-12-23,1172.5100
1998-12-24,1168.9800
1998-12-25,1173.9100
1998-12-28,1159.9400
1998-12-29,1142.7300
1998-12-30,1148.2600
1998-12-31,1146.7000
1999-01-01,1146.7000
1999-01-04,1125.8200
1999-01-05,1119.9600
1999-01-06,1132.5900
1999-01-07,1137.7300
1999-01-08,1168.8100
1999-01-11,1172.8100
1999-01-12,1158.8700
1999-01-13,1148.1500
1999-01-14,1148.6600
1999-01-15,1137.3100
1999-01-18,1153.1200
1999-01-19,1158.5500
1999-01-20,1151.3700
1999-01-21,1158.5000
1999-01-22,1162.3500
1999-01-25,1148.1200
1999-01-26,1138.2100
1999-01-27,1146.4900
1999-01-28,1140.9700
1999-01-29,1134.6700
1999-02-01,1120.5300
1999-02-02,1126.4000
1999-02-03,1116.8600
1999-02-04,1103.5000
1999-02-05,1081.4400
1999-02-08,1065.8200
1999-02-09,1090.0900
1999-02-10,1090.0900
1999-02-11,1090.0900
1999-02-12,1090.0900
1999-02-15,1090.0900
1999-02-16,1090.0900
1999-02-17,1090.0900
1999-02-18,1090.0900
1999-02-19,1090.0900
1999-02-22,1090.0900
1999-02-23,1090.0900
1999-02-24,1090.0900
1999-02-25,1090.0900
1999-02-26,1090.0900
1999-03-01,1097.9700
1999-03-02,1100.9200
1999-03-03,1128.7400
1999-03-04,1128.9500
1999-03-05,1132.3600
1999-03-08,1142.1100
1999-03-09,1136.9400
1999-03-10,1132.7400
1999-03-11,1149.9300
1999-03-12,1158.7000
1999-03-15,1164.6400
1999-03-16,1166.9300
1999-03-17,1159.1000
1999-03-18,1151.9900
1999-03-19,1172.9200
1999-03-22,1172.7400
1999-03-23,1170.9500
1999-03-24,1169.0300
1999-03-25,1156.8500
1999-03-26,1161.1200
1999-03-29,1169.4900
1999-03-30,1157.5100
1999-03-31,1158.0500
1999-04-01,1168.5000
1999-04-02,1184.4000
1999-04-05,1194.4700
1999-04-06,1199.6000
1999-04-07,1201.6300
1999-04-08,1202.4700
1999-04-09,1205.1400
1999-04-12,1195.3400
1999-04-13,1178.1900
1999-04-14,1181.5200
1999-04-15,1170.6200
1999-04-16,1166.2400
1999-04-19,1159.4700
1999-04-20,1171.6000
1999-04-21,1144.0600
1999-04-22,1137.1600
1999-04-23,1140.0000
1999-04-26,1112.7900
1999-04-27,1091.6900
1999-04-28,1091.0900
1999-04-29,1116.4100
1999-04-30,1120.9300
1999-05-03,1158.0500
1999-05-04,1111.7600
1999-05-05,1116.9300
1999-05-06,1128.2200
1999-05-07,1120.7400
1999-05-10,1071.9300
1999-05-11,1095.4000
1999-05-12,1100.0000
1999-05-13,1088.8600
1999-05-14,1063.2800
1999-05-17,1065.5600
1999-05-18,1059.8700
1999-05-19,1109.0900
1999-05-20,1147.7100
1999-05-21,1168.7200
1999-05-24,1213.6500
1999-05-25,1202.8900
1999-05-26,1236.0500
1999-05-27,1283.0200
1999-05-28,1277.1500
1999-05-31,1279.3300
1999-06-01,1311.5900
1999-06-02,1287.9300
1999-06-03,1268.3200
1999-06-04,1285.5800
1999-06-07,1326.5200
1999-06-08,1333.6400
1999-06-09,1348.6100
1999-06-10,1364.3400
1999-06-11,1370.3900
1999-06-14,1427.7100
1999-06-15,1387.5900
1999-06-16,1460.1700
1999-06-17,1501.0100
1999-06-18,1498.9200
1999-06-21,1546.4100
1999-06-22,1564.4400
1999-06-23,1606.5000
1999-06-24,1654.1100
1999-06-25,1593.8600
1999-06-28,1693.1600
1999-06-29,1739.2000
1999-06-30,1689.4300
1999-07-01,1560.7900
1999-07-02,1613.5300
1999-07-05,1581.8200
1999-07-06,1517.2500
1999-07-07,1568.6500
1999-07-08,1577.9900
1999-07-09,1584.7500
1999-07-12,1559.7300
1999-07-13,1524.8200
1999-07-14,1559.5200
1999-07-15,1549.3400
1999-07-16,1519.7400
1999-07-19,1479.0800
1999-07-20,1574.6000
1999-07-21,1609.8100
1999-07-22,1550.7300
1999-07-23,1585.9800
1999-07-26,1602.0300
1999-07-27,1590.7100
1999-07-28,1597.2000
1999-07-29,1595.8600
1999-07-30,1601.4600
1999-08-02,1616.2800
1999-08-03,1626.8400
1999-08-04,1649.1300
1999-08-05,1653.5400
1999-08-06,1646.5900
1999-08-09,1628.8400
1999-08-10,1602.1500
1999-08-11,1583.4000
1999-08-12,1575.6400
1999-08-13,1571.9000
1999-08-16,1560.0700
1999-08-17,1576.4100
1999-08-18,1581.9300
1999-08-19,1637.7400
1999-08-20,1628.9300
1999-08-23,1645.0000
1999-08-24,1648.4700
1999-08-25,1625.7700
1999-08-26,1638.2300
1999-08-27,1633.9000
1999-08-30,1619.0400
1999-08-31,1627.1200
1999-09-01,1599.5500
1999-09-02,1611.9600
